player_name,club_name,json_club,league_name
Carlos Miguel,SE Palmeiras,Palmeiras,Brasileirão - Série A Betano
Weverton,SE Palmeiras,Palmeiras,Brasileirão - Série A Betano
Marcelo Lomba,SE Palmeiras,Palmeiras,Brasileirão - Série A Betano
Aranha,SE Palmeiras,Palmeiras,Brasileirão - Série A Betano
Murilo,SE Palmeiras,Palmeiras,Brasileirão - Série A Betano
Bruno Fuchs,SE Palmeiras,Palmeiras,Brasileirão - Série A Betano
Micael,SE Palmeiras,Palmeiras,Brasileirão - Série A Betano
Gustavo Gómez,SE Palmeiras,Palmeiras,Brasileirão - Série A Betano
Luis Benedetti,SE Palmeiras,Palmeiras,Brasileirão - Série A Betano
Joaquín Piquerez,SE Palmeiras,Palmeiras,Brasileirão - Série A Betano
Jefté,SE Palmeiras,Palmeiras,Brasileirão - Série A Betano
Agustín Giay,SE Palmeiras,Palmeiras,Brasileirão - Série A Betano
Khellven,SE Palmeiras,Palmeiras,Brasileirão - Série A Betano
Aníbal Moreno,SE Palmeiras,Palmeiras,Brasileirão - Série A Betano
Emiliano Martínez,SE Palmeiras,Palmeiras,Brasileirão - Série A Betano
Lucas Evangelista,SE Palmeiras,Palmeiras,Brasileirão - Série A Betano
Figueiredo,SE Palmeiras,Palmeiras,Brasileirão - Série A Betano
Andreas Pereira,SE Palmeiras,Palmeiras,Brasileirão - Série A Betano
Mauricio,SE Palmeiras,Palmeiras,Brasileirão - Série A Betano
Raphael Veiga,SE Palmeiras,Palmeiras,Brasileirão - Série A Betano
Allan,SE Palmeiras,Palmeiras,Brasileirão - Série A Betano
Paulinho,SE Palmeiras,Palmeiras,Brasileirão - Série A Betano
Ramón Sosa,SE Palmeiras,Palmeiras,Brasileirão - Série A Betano
Bruno Rodrigues,SE Palmeiras,Palmeiras,Brasileirão - Série A Betano
Facundo Torres,SE Palmeiras,Palmeiras,Brasileirão - Série A Betano
Felipe Anderson,SE Palmeiras,Palmeiras,Brasileirão - Série A Betano
Vitor Roque,SE Palmeiras,Palmeiras,Brasileirão - Série A Betano
José Manuel López,SE Palmeiras,Palmeiras,Brasileirão - Série A Betano
Luighi,SE Palmeiras,Palmeiras,Brasileirão - Série A Betano
Agustín Rossi,CR Flamengo,Flamengo,Brasileirão - Série A Betano
Matheus Cunha,CR Flamengo,Flamengo,Brasileirão - Série A Betano
Dyogo Alves,CR Flamengo,Flamengo,Brasileirão - Série A Betano
Léo Ortiz,CR Flamengo,Flamengo,Brasileirão - Série A Betano
Léo Pereira,CR Flamengo,Flamengo,Brasileirão - Série A Betano
Danilo,CR Flamengo,Flamengo,Brasileirão - Série A Betano
Cleiton,CR Flamengo,Flamengo,Brasileirão - Série A Betano
João Victor,CR Flamengo,Flamengo,Brasileirão - Série A Betano
Pablo,CR Flamengo,Flamengo,Brasileirão - Série A Betano
Ayrton Lucas,CR Flamengo,Flamengo,Brasileirão - Série A Betano
Matías Viña,CR Flamengo,Flamengo,Brasileirão - Série A Betano
Alex Sandro,CR Flamengo,Flamengo,Brasileirão - Série A Betano
Emerson Royal,CR Flamengo,Flamengo,Brasileirão - Série A Betano
Guillermo Varela,CR Flamengo,Flamengo,Brasileirão - Série A Betano
Jorginho,CR Flamengo,Flamengo,Brasileirão - Série A Betano
Erick Pulgar,CR Flamengo,Flamengo,Brasileirão - Série A Betano
Evertton Araújo,CR Flamengo,Flamengo,Brasileirão - Série A Betano
Allan,CR Flamengo,Flamengo,Brasileirão - Série A Betano
Nicolás de la Cruz,CR Flamengo,Flamengo,Brasileirão - Série A Betano
Saúl Ñíguez,CR Flamengo,Flamengo,Brasileirão - Série A Betano
Giorgian de Arrascaeta,CR Flamengo,Flamengo,Brasileirão - Série A Betano
Jorge Carrascal,CR Flamengo,Flamengo,Brasileirão - Série A Betano
Samuel Lino,CR Flamengo,Flamengo,Brasileirão - Série A Betano
Everton,CR Flamengo,Flamengo,Brasileirão - Série A Betano
Michael,CR Flamengo,Flamengo,Brasileirão - Série A Betano
Gonzalo Plata,CR Flamengo,Flamengo,Brasileirão - Série A Betano
Luiz Araújo,CR Flamengo,Flamengo,Brasileirão - Série A Betano
Pedro,CR Flamengo,Flamengo,Brasileirão - Série A Betano
Wallace Yan,CR Flamengo,Flamengo,Brasileirão - Série A Betano
Juninho,CR Flamengo,Flamengo,Brasileirão - Série A Betano
Bruno Henrique,CR Flamengo,Flamengo,Brasileirão - Série A Betano
Léo Aragão,Cruzeiro EC,Cruzeiro,Brasileirão - Série A Betano
Cássio,Cruzeiro EC,Cruzeiro,Brasileirão - Série A Betano
Otávio Costa,Cruzeiro EC,Cruzeiro,Brasileirão - Série A Betano
Fabrício Bruno,Cruzeiro EC,Cruzeiro,Brasileirão - Série A Betano
João Marcelo,Cruzeiro EC,Cruzeiro,Brasileirão - Série A Betano
Jonathan Jesus,Cruzeiro EC,Cruzeiro,Brasileirão - Série A Betano
Mateo Gamarra,Cruzeiro EC,Cruzeiro,Brasileirão - Série A Betano
Lucas Villalba,Cruzeiro EC,Cruzeiro,Brasileirão - Série A Betano
Kaiki,Cruzeiro EC,Cruzeiro,Brasileirão - Série A Betano
Kauã Prates,Cruzeiro EC,Cruzeiro,Brasileirão - Série A Betano
William,Cruzeiro EC,Cruzeiro,Brasileirão - Série A Betano
Fagner,Cruzeiro EC,Cruzeiro,Brasileirão - Série A Betano
Kauã Moraes,Cruzeiro EC,Cruzeiro,Brasileirão - Série A Betano
Walace,Cruzeiro EC,Cruzeiro,Brasileirão - Série A Betano
Lucas Romero,Cruzeiro EC,Cruzeiro,Brasileirão - Série A Betano
Lucas Silva,Cruzeiro EC,Cruzeiro,Brasileirão - Série A Betano
Murilo Rhikman,Cruzeiro EC,Cruzeiro,Brasileirão - Série A Betano
Christian,Cruzeiro EC,Cruzeiro,Brasileirão - Série A Betano
Matheus Henrique,Cruzeiro EC,Cruzeiro,Brasileirão - Série A Betano
Ryan Guilherme,Cruzeiro EC,Cruzeiro,Brasileirão - Série A Betano
Ian Luccas,Cruzeiro EC,Cruzeiro,Brasileirão - Série A Betano
Japa,Cruzeiro EC,Cruzeiro,Brasileirão - Série A Betano
Matheus Pereira,Cruzeiro EC,Cruzeiro,Brasileirão - Série A Betano
Eduardo,Cruzeiro EC,Cruzeiro,Brasileirão - Série A Betano
Luis Sinisterra,Cruzeiro EC,Cruzeiro,Brasileirão - Série A Betano
Wanderson,Cruzeiro EC,Cruzeiro,Brasileirão - Série A Betano
Kaique Kenji,Cruzeiro EC,Cruzeiro,Brasileirão - Série A Betano
Keny Arroyo,Cruzeiro EC,Cruzeiro,Brasileirão - Série A Betano
Marquinhos,Cruzeiro EC,Cruzeiro,Brasileirão - Série A Betano
Kaio Jorge,Cruzeiro EC,Cruzeiro,Brasileirão - Série A Betano
Gabriel Barbosa,Cruzeiro EC,Cruzeiro,Brasileirão - Série A Betano
Yannick Bolasie,Cruzeiro EC,Cruzeiro,Brasileirão - Série A Betano
Léo Linck,Botafogo FR,Botafogo-RJ,Brasileirão - Série A Betano
Neto,Botafogo FR,Botafogo-RJ,Brasileirão - Série A Betano
Cristhian Loor,Botafogo FR,Botafogo-RJ,Brasileirão - Série A Betano
Raul,Botafogo FR,Botafogo-RJ,Brasileirão - Série A Betano
David Ricardo,Botafogo FR,Botafogo-RJ,Brasileirão - Série A Betano
Alexander Barboza,Botafogo FR,Botafogo-RJ,Brasileirão - Série A Betano
Kaio,Botafogo FR,Botafogo-RJ,Brasileirão - Série A Betano
Bastos,Botafogo FR,Botafogo-RJ,Brasileirão - Série A Betano
Philipe Sampaio,Botafogo FR,Botafogo-RJ,Brasileirão - Série A Betano
Gabriel Bahia,Botafogo FR,Botafogo-RJ,Brasileirão - Série A Betano
Cuiabano,Botafogo FR,Botafogo-RJ,Brasileirão - Série A Betano
Alex Telles,Botafogo FR,Botafogo-RJ,Brasileirão - Série A Betano
Marçal,Botafogo FR,Botafogo-RJ,Brasileirão - Série A Betano
Vitinho,Botafogo FR,Botafogo-RJ,Brasileirão - Série A Betano
Mateo Ponte,Botafogo FR,Botafogo-RJ,Brasileirão - Série A Betano
Danilo,Botafogo FR,Botafogo-RJ,Brasileirão - Série A Betano
Marlon Freitas,Botafogo FR,Botafogo-RJ,Brasileirão - Série A Betano
Newton,Botafogo FR,Botafogo-RJ,Brasileirão - Série A Betano
Allan,Botafogo FR,Botafogo-RJ,Brasileirão - Série A Betano
Álvaro Montoro,Botafogo FR,Botafogo-RJ,Brasileirão - Série A Betano
Jefferson Savarino,Botafogo FR,Botafogo-RJ,Brasileirão - Série A Betano
Santiago Rodríguez,Botafogo FR,Botafogo-RJ,Brasileirão - Série A Betano
Jordan Barrera,Botafogo FR,Botafogo-RJ,Brasileirão - Série A Betano
Matheus Martins,Botafogo FR,Botafogo-RJ,Brasileirão - Série A Betano
Jeffinho,Botafogo FR,Botafogo-RJ,Brasileirão - Série A Betano
Diego Hernández,Botafogo FR,Botafogo-RJ,Brasileirão - Série A Betano
Artur,Botafogo FR,Botafogo-RJ,Brasileirão - Série A Betano
Nathan Fernandes,Botafogo FR,Botafogo-RJ,Brasileirão - Série A Betano
Joaquín Correa,Botafogo FR,Botafogo-RJ,Brasileirão - Série A Betano
Arthur Cabral,Botafogo FR,Botafogo-RJ,Brasileirão - Série A Betano
Chris Ramos,Botafogo FR,Botafogo-RJ,Brasileirão - Série A Betano
Gonzalo Mastriani,Botafogo FR,Botafogo-RJ,Brasileirão - Série A Betano
Kadir Barría,Botafogo FR,Botafogo-RJ,Brasileirão - Série A Betano
Léo Jardim,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
Daniel Fuzato,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
Pablo,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
Alexander,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
Robert Renan,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
Carlos Cuesta,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
Mauricio Lemos,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
Lucas Oliveira,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
Lucas Freitas,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
Lucas Piton,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
Leandrinho,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
Riquelme,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
Victor Luís,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
Paulo Henrique,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
José Luis Rodríguez,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
Paulinho,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
Thiago Mendes,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
Jair,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
Hugo Moura,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
Mateus Carvalho,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
Cauan Barros,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
Tchê Tchê,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
Paulinho Paula,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
Matheus França,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
Philippe Coutinho,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
Guilherme Estrella,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
Nuno Moreira,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
Jean Meneses,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
David,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
Rayan,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
Andrés Gómez,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
Benjamín Garré,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
Adson,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
GB,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
Pablo Vegetti,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
Cauã Paixão,CR Vasco da Gama,Vasco da Gama,Brasileirão - Série A Betano
Hugo Souza,SC Corinthians,Corinthians,Brasileirão - Série A Betano
Matheus Donelli,SC Corinthians,Corinthians,Brasileirão - Série A Betano
Felipe Longo,SC Corinthians,Corinthians,Brasileirão - Série A Betano
Kauê,SC Corinthians,Corinthians,Brasileirão - Série A Betano
Tchoca,SC Corinthians,Corinthians,Brasileirão - Série A Betano
Cacá,SC Corinthians,Corinthians,Brasileirão - Série A Betano
André Ramalho,SC Corinthians,Corinthians,Brasileirão - Série A Betano
Félix Torres,SC Corinthians,Corinthians,Brasileirão - Série A Betano
Gustavo Henrique,SC Corinthians,Corinthians,Brasileirão - Série A Betano
Matheus Bidu,SC Corinthians,Corinthians,Brasileirão - Série A Betano
Hugo,SC Corinthians,Corinthians,Brasileirão - Série A Betano
Fabrizio Angileri,SC Corinthians,Corinthians,Brasileirão - Série A Betano
Matheuzinho,SC Corinthians,Corinthians,Brasileirão - Série A Betano
Raniele,SC Corinthians,Corinthians,Brasileirão - Série A Betano
Ryan,SC Corinthians,Corinthians,Brasileirão - Série A Betano
José Martínez,SC Corinthians,Corinthians,Brasileirão - Série A Betano
Breno Bidon,SC Corinthians,Corinthians,Brasileirão - Série A Betano
Maycon,SC Corinthians,Corinthians,Brasileirão - Série A Betano
Charles,SC Corinthians,Corinthians,Brasileirão - Série A Betano
André Carrillo,SC Corinthians,Corinthians,Brasileirão - Série A Betano
André,SC Corinthians,Corinthians,Brasileirão - Série A Betano
Bahia,SC Corinthians,Corinthians,Brasileirão - Série A Betano
Rodrigo Garro,SC Corinthians,Corinthians,Brasileirão - Série A Betano
Talles Magno,SC Corinthians,Corinthians,Brasileirão - Série A Betano
Vitinho,SC Corinthians,Corinthians,Brasileirão - Série A Betano
Kayke,SC Corinthians,Corinthians,Brasileirão - Série A Betano
Dieguinho,SC Corinthians,Corinthians,Brasileirão - Série A Betano
Ángel Romero,SC Corinthians,Corinthians,Brasileirão - Série A Betano
Yuri Alberto,SC Corinthians,Corinthians,Brasileirão - Série A Betano
Memphis Depay,SC Corinthians,Corinthians,Brasileirão - Série A Betano
Gui Negão,SC Corinthians,Corinthians,Brasileirão - Série A Betano
Héctor Hernández,SC Corinthians,Corinthians,Brasileirão - Série A Betano
João Paulo,EC Bahia,Bahia,Brasileirão - Série A Betano
Ronaldo,EC Bahia,Bahia,Brasileirão - Série A Betano
Danilo Fernandes,EC Bahia,Bahia,Brasileirão - Série A Betano
Gabriel Souza,EC Bahia,Bahia,Brasileirão - Série A Betano
Santiago Ramos Mingo,EC Bahia,Bahia,Brasileirão - Série A Betano
Gabriel Xavier,EC Bahia,Bahia,Brasileirão - Série A Betano
Kanu,EC Bahia,Bahia,Brasileirão - Série A Betano
David Duarte,EC Bahia,Bahia,Brasileirão - Série A Betano
Luiz Gustavo,EC Bahia,Bahia,Brasileirão - Série A Betano
Luciano Juba,EC Bahia,Bahia,Brasileirão - Série A Betano
Iago,EC Bahia,Bahia,Brasileirão - Série A Betano
Gilberto,EC Bahia,Bahia,Brasileirão - Série A Betano
Santiago Arias,EC Bahia,Bahia,Brasileirão - Série A Betano
André Dhominique,EC Bahia,Bahia,Brasileirão - Série A Betano
Caio Alexandre,EC Bahia,Bahia,Brasileirão - Série A Betano
Erick,EC Bahia,Bahia,Brasileirão - Série A Betano
Nicolás Acevedo,EC Bahia,Bahia,Brasileirão - Série A Betano
Rezende,EC Bahia,Bahia,Brasileirão - Série A Betano
Jean Lucas,EC Bahia,Bahia,Brasileirão - Série A Betano
Rodrigo Nestor,EC Bahia,Bahia,Brasileirão - Série A Betano
Cauly,EC Bahia,Bahia,Brasileirão - Série A Betano
Everton Ribeiro,EC Bahia,Bahia,Brasileirão - Série A Betano
Erick Pulga,EC Bahia,Bahia,Brasileirão - Série A Betano
Tiago,EC Bahia,Bahia,Brasileirão - Série A Betano
Michel Araújo,EC Bahia,Bahia,Brasileirão - Série A Betano
Ruan Pablo,EC Bahia,Bahia,Brasileirão - Série A Betano
Mateo Sanabria,EC Bahia,Bahia,Brasileirão - Série A Betano
Kayky,EC Bahia,Bahia,Brasileirão - Série A Betano
Ademir,EC Bahia,Bahia,Brasileirão - Série A Betano
Willian José,EC Bahia,Bahia,Brasileirão - Série A Betano
Vitor Eudes,Fluminense FC,Fluminense,Brasileirão - Série A Betano
Marcelo Pitaluga,Fluminense FC,Fluminense,Brasileirão - Série A Betano
Fábio,Fluminense FC,Fluminense,Brasileirão - Série A Betano
Juan Pablo Freytes,Fluminense FC,Fluminense,Brasileirão - Série A Betano
Ignácio,Fluminense FC,Fluminense,Brasileirão - Série A Betano
Igor Rabello,Fluminense FC,Fluminense,Brasileirão - Série A Betano
Thiago Silva,Fluminense FC,Fluminense,Brasileirão - Série A Betano
Manoel,Fluminense FC,Fluminense,Brasileirão - Série A Betano
Thiago Santos,Fluminense FC,Fluminense,Brasileirão - Série A Betano
Gabriel Fuentes,Fluminense FC,Fluminense,Brasileirão - Série A Betano
Renê,Fluminense FC,Fluminense,Brasileirão - Série A Betano
Léo Jance,Fluminense FC,Fluminense,Brasileirão - Série A Betano
Guga,Fluminense FC,Fluminense,Brasileirão - Série A Betano
Samuel Xavier,Fluminense FC,Fluminense,Brasileirão - Série A Betano
Martinelli,Fluminense FC,Fluminense,Brasileirão - Série A Betano
Facundo Bernal,Fluminense FC,Fluminense,Brasileirão - Série A Betano
Otávio,Fluminense FC,Fluminense,Brasileirão - Série A Betano
Wallace Davi,Fluminense FC,Fluminense,Brasileirão - Série A Betano
Hércules,Fluminense FC,Fluminense,Brasileirão - Série A Betano
Nonato,Fluminense FC,Fluminense,Brasileirão - Série A Betano
Luciano Acosta,Fluminense FC,Fluminense,Brasileirão - Série A Betano
Rubén Lezcano,Fluminense FC,Fluminense,Brasileirão - Série A Betano
Lima,Fluminense FC,Fluminense,Brasileirão - Série A Betano
Ganso,Fluminense FC,Fluminense,Brasileirão - Série A Betano
Agustín Canobbio,Fluminense FC,Fluminense,Brasileirão - Série A Betano
Yeferson Soteldo,Fluminense FC,Fluminense,Brasileirão - Série A Betano
Joaquín Lavega,Fluminense FC,Fluminense,Brasileirão - Série A Betano
Keno,Fluminense FC,Fluminense,Brasileirão - Série A Betano
Riquelme,Fluminense FC,Fluminense,Brasileirão - Série A Betano
Kevin Serna,Fluminense FC,Fluminense,Brasileirão - Série A Betano
Santiago Moreno,Fluminense FC,Fluminense,Brasileirão - Série A Betano
John Kennedy,Fluminense FC,Fluminense,Brasileirão - Série A Betano
Germán Cano,Fluminense FC,Fluminense,Brasileirão - Série A Betano
Everaldo,Fluminense FC,Fluminense,Brasileirão - Série A Betano
Cleiton,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Lucão,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Fabrício,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Fernando Costa,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Guzmán Rodríguez,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Pedro Henrique,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Gustavo Marques,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Alix,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Eduardo,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Sergio Palacios,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Juninho Capixaba,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Vanderlan,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Guilherme Lopes,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Agustín Sant'Anna,RB Bragantino,Bragantino,Brasileirão - Série A Betano
José Andrés Hurtado,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Nathan Mendes,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Fabinho,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Matheus Fernandes,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Gabriel,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Eric Ramires,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Gustavo Neves,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Praxedes,RB Bragantino,Bragantino,Brasileirão - Série A Betano
João Neto,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Jhon Jhon,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Bruninho,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Vitinho,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Vinicinho,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Henry Mosquera,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Davi Gomes,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Lucas Barbosa,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Ignacio Laquintana,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Kawê,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Isidro Pitta,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Thiago Borbas,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Fernando,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Eduardo Sasha,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Arthur Sousa,RB Bragantino,Bragantino,Brasileirão - Série A Betano
Everson,Atlético Mineiro,Atlético-MG,Brasileirão - Série A Betano
Gabriel Delfim,Atlético Mineiro,Atlético-MG,Brasileirão - Série A Betano
Gabriel Átila,Atlético Mineiro,Atlético-MG,Brasileirão - Série A Betano
Robert,Atlético Mineiro,Atlético-MG,Brasileirão - Série A Betano
Lyanco,Atlético Mineiro,Atlético-MG,Brasileirão - Série A Betano
Júnior Alonso,Atlético Mineiro,Atlético-MG,Brasileirão - Série A Betano
Ruan,Atlético Mineiro,Atlético-MG,Brasileirão - Série A Betano
Iván Román,Atlético Mineiro,Atlético-MG,Brasileirão - Série A Betano
Vitor Hugo,Atlético Mineiro,Atlético-MG,Brasileirão - Série A Betano
Guilherme Arana,Atlético Mineiro,Atlético-MG,Brasileirão - Série A Betano
Caio Paulista,Atlético Mineiro,Atlético-MG,Brasileirão - Série A Betano
Natanael,Atlético Mineiro,Atlético-MG,Brasileirão - Série A Betano
Renzo Saravia,Atlético Mineiro,Atlético-MG,Brasileirão - Série A Betano
Alexsander,Atlético Mineiro,Atlético-MG,Brasileirão - Série A Betano
Fausto Vera,Atlético Mineiro,Atlético-MG,Brasileirão - Série A Betano
Patrick,Atlético Mineiro,Atlético-MG,Brasileirão - Série A Betano
Gabriel Menino,Atlético Mineiro,Atlético-MG,Brasileirão - Série A Betano
Alan Franco,Atlético Mineiro,Atlético-MG,Brasileirão - Série A Betano
Gustavo Scarpa,Atlético Mineiro,Atlético-MG,Brasileirão - Série A Betano
Igor Gomes,Atlético Mineiro,Atlético-MG,Brasileirão - Série A Betano
Reinier,Atlético Mineiro,Atlético-MG,Brasileirão - Série A Betano
Mateus Iseppe,Atlético Mineiro,Atlético-MG,Brasileirão - Série A Betano
Tomás Cuello,Atlético Mineiro,Atlético-MG,Brasileirão - Série A Betano
Biel,Atlético Mineiro,Atlético-MG,Brasileirão - Série A Betano
Dudu,Atlético Mineiro,Atlético-MG,Brasileirão - Série A Betano
Bernard,Atlético Mineiro,Atlético-MG,Brasileirão - Série A Betano
Júnior Santos,Atlético Mineiro,Atlético-MG,Brasileirão - Série A Betano
Rony,Atlético Mineiro,Atlético-MG,Brasileirão - Série A Betano
João Marcelo,Atlético Mineiro,Atlético-MG,Brasileirão - Série A Betano
Hulk,Atlético Mineiro,Atlético-MG,Brasileirão - Série A Betano
Isaac,Atlético Mineiro,Atlético-MG,Brasileirão - Série A Betano
Cadu,Atlético Mineiro,Atlético-MG,Brasileirão - Série A Betano
Gabriel Brazão,Santos FC,Santos,Brasileirão - Série A Betano
Diógenes,Santos FC,Santos,Brasileirão - Série A Betano
Adonis Frías,Santos FC,Santos,Brasileirão - Série A Betano
Zé Ivaldo,Santos FC,Santos,Brasileirão - Série A Betano
Alexis Duarte,Santos FC,Santos,Brasileirão - Série A Betano
João Basso,Santos FC,Santos,Brasileirão - Série A Betano
Luan Peres,Santos FC,Santos,Brasileirão - Série A Betano
Luisão,Santos FC,Santos,Brasileirão - Série A Betano
Souza,Santos FC,Santos,Brasileirão - Série A Betano
Gonzalo Escobar,Santos FC,Santos,Brasileirão - Série A Betano
Vinicius Lira,Santos FC,Santos,Brasileirão - Série A Betano
JP Chermont,Santos FC,Santos,Brasileirão - Série A Betano
Mayke,Santos FC,Santos,Brasileirão - Série A Betano
Igor Vinícius,Santos FC,Santos,Brasileirão - Série A Betano
Willian Arão,Santos FC,Santos,Brasileirão - Série A Betano
João Schmidt,Santos FC,Santos,Brasileirão - Série A Betano
Tomás Rincón,Santos FC,Santos,Brasileirão - Série A Betano
Gabriel Bontempo,Santos FC,Santos,Brasileirão - Série A Betano
Zé Rafael,Santos FC,Santos,Brasileirão - Série A Betano
Hyan,Santos FC,Santos,Brasileirão - Série A Betano
Neymar,Santos FC,Santos,Brasileirão - Série A Betano
Victor Hugo,Santos FC,Santos,Brasileirão - Série A Betano
Thaciano,Santos FC,Santos,Brasileirão - Série A Betano
Álvaro Barreal,Santos FC,Santos,Brasileirão - Série A Betano
Robinho Junior,Santos FC,Santos,Brasileirão - Série A Betano
Guilherme,Santos FC,Santos,Brasileirão - Série A Betano
Gustavo Caballero,Santos FC,Santos,Brasileirão - Série A Betano
Mateus Xavier,Santos FC,Santos,Brasileirão - Série A Betano
Benjamín Rollheiser,Santos FC,Santos,Brasileirão - Série A Betano
Billal Brahimi,Santos FC,Santos,Brasileirão - Série A Betano
Andrey Quintino,Santos FC,Santos,Brasileirão - Série A Betano
Lautaro Díaz,Santos FC,Santos,Brasileirão - Série A Betano
Tiquinho Soares,Santos FC,Santos,Brasileirão - Série A Betano
Gabriel Grando,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Tiago Volpi,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Jorge,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Wagner Leonardo,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Erick Noriega,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Gustavo Martins,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Fabián Balbuena,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Rodrigo Ely,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Jemerson,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Walter Kannemann,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Viery,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Marlon,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Lucas Esteves,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Mayk,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Enzo,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
João Pedro,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
João Lucas,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Marcos Rocha,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Mathías Villasanti,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
