Matchday,Day,Date,Home,Away,FullTime,HalfTime,Penalties
3,Tue,2019-11-26,Atalanta,GNK Dinamo Zagreb,2-0,1-0,
3,Wed,2019-12-11,FC Shakhtar Donetsk,Atalanta,0-3,0-0,
3,Wed,2019-12-11,GNK Dinamo Zagreb,Manchester City,1-4,1-1,
3,Wed,2019-09-18,Atlético de Madrid,Juventus FC,2-2,0-0,
3,Wed,2019-09-18,Bayer Leverkusen,Lokomotiv Moskva (RUS),1-2,1-2,
3,Tue,2019-10-01,Juventus FC,Bayer Leverkusen,3-0,1-0,
3,Tue,2019-10-01,Lokomotiv Moskva (RUS),Atlético de Madrid,0-2,0-0,
3,Tue,2019-10-22,Atlético de Madrid,Bayer Leverkusen,1-0,0-0,
3,Tue,2019-10-22,Juventus FC,Lokomotiv Moskva (RUS),2-1,0-1,
3,Wed,2019-11-06,Lokomotiv Moskva (RUS),Juventus FC,1-2,1-1,
3,Wed,2019-11-06,Bayer Leverkusen,Atlético de Madrid,2-1,1-0,
3,Tue,2019-11-26,Lokomotiv Moskva (RUS),Bayer Leverkusen,0-2,0-1,
3,Tue,2019-11-26,Juventus FC,Atlético de Madrid,1-0,1-0,
3,Wed,2019-12-11,Atlético de Madrid,Lokomotiv Moskva (RUS),2-0,1-0,
3,Wed,2019-12-11,Bayer Leverkusen,Juventus FC,0-2,0-0,
4,Tue,2019-09-17,Napoli,Liverpool,2-0,0-0,
4,Tue,2019-09-17,Salzburg,Genk,6-2,5-1,
4,Wed,2019-10-02,Genk,Napoli,0-0,,
4,Wed,2019-10-02,Liverpool,Salzburg,4-3,3-1,
4,Wed,2019-10-23,Salzburg,Napoli,2-3,1-1,
4,Wed,2019-10-23,Genk,Liverpool,1-4,0-1,
4,Tue,2019-11-05,Liverpool,Genk,2-1,1-1,
4,Tue,2019-11-05,Napoli,Salzburg,1-1,1-1,
4,Wed,2019-11-27,Liverpool,Napoli,1-1,0-1,
4,Wed,2019-11-27,Genk,Salzburg,1-4,0-2,
4,Tue,2019-12-10,Napoli,Genk,4-0,3-0,
4,Tue,2019-12-10,Salzburg,Liverpool,0-2,0-0,
4,Tue,2019-09-17,Inter de Milão,Slavia Praga,1-1,0-0,
4,Tue,2019-09-17,Borussia Dortmund,Barcelona,0-0,,
4,Wed,2019-10-02,Slavia Praga,Borussia Dortmund,0-2,0-1,
4,Wed,2019-10-02,Barcelona,Inter de Milão,2-1,0-1,
5,Wed,2019-10-23,Inter de Milão,Borussia Dortmund,2-0,1-0,
5,Wed,2019-10-23,Slavia Praga,Barcelona,1-2,0-1,
5,Tue,2019-11-05,Barcelona,Slavia Praga,0-0,,
5,Tue,2019-11-05,Borussia Dortmund,Inter de Milão,3-2,0-2,
5,Wed,2019-11-27,Barcelona,Borussia Dortmund,3-1,2-0,
5,Wed,2019-11-27,Slavia Praga,Inter de Milão,1-3,1-1,
5,Tue,2019-12-10,Borussia Dortmund,Slavia Praga,2-1,1-1,
5,Tue,2019-12-10,Inter de Milão,Barcelona,1-2,1-1,
5,Tue,2019-09-17,Lyon,Zenit St. Petersburg (RUS),1-1,0-1,
5,Tue,2019-09-17,SL Benfica,RB Leipzig,1-2,0-0,
5,Wed,2019-10-02,Zenit St. Petersburg (RUS),SL Benfica,3-1,1-0,
5,Wed,2019-10-02,RB Leipzig,Lyon,0-2,0-1,
5,Wed,2019-10-23,RB Leipzig,Zenit St. Petersburg (RUS),2-1,0-1,
5,Wed,2019-10-23,SL Benfica,Lyon,2-1,1-0,
5,Tue,2019-11-05,Zenit St. Petersburg (RUS),RB Leipzig,0-2,0-1,
5,Tue,2019-11-05,Lyon,SL Benfica,3-1,2-0,
6,Wed,2019-11-27,Zenit St. Petersburg (RUS),Lyon,2-0,1-0,
6,Wed,2019-11-27,RB Leipzig,SL Benfica,2-2,0-1,
6,Tue,2019-12-10,SL Benfica,Zenit St. Petersburg (RUS),3-0,0-0,
6,Tue,2019-12-10,Lyon,RB Leipzig,2-2,0-2,
6,Tue,2019-09-17,Chelsea,Valencia,0-1,0-0,
6,Tue,2019-09-17,AFC Ajax,Lille,3-0,1-0,
6,Wed,2019-10-02,Valencia,AFC Ajax,0-3,0-2,
6,Wed,2019-10-02,Lille,Chelsea,1-2,1-1,
6,Wed,2019-10-23,AFC Ajax,Chelsea,0-1,0-0,
6,Wed,2019-10-23,Lille,Valencia,1-1,0-0,
6,Tue,2019-11-05,Chelsea,AFC Ajax,4-4,1-3,
6,Tue,2019-11-05,Valencia,Lille,4-1,0-1,
6,Wed,2019-11-27,Valencia,Chelsea,2-2,1-1,
6,Wed,2019-11-27,Lille,AFC Ajax,0-2,0-1,
6,Tue,2019-12-10,Chelsea,Lille,2-1,2-0,
6,Tue,2019-12-10,AFC Ajax,Valencia,0-1,0-1,
Round of 16,Tue,2020-02-18,Borussia Dortmund,Paris Saint Germain,2-1,0-0,
Round of 16,Tue,2020-02-18,Atlético de Madrid,Liverpool,1-0,1-0,
Round of 16,Wed,2020-02-19,Atalanta,Valencia,4-1,2-0,
Round of 16,Wed,2020-02-19,Tottenham,RB Leipzig,0-1,0-0,
Round of 16,Tue,2020-02-25,Chelsea,Bayern de Munique,0-3,0-0,
Round of 16,Tue,2020-02-25,Napoli,Barcelona,1-1,1-0,
Round of 16,Wed,2020-02-26,Real Madrid,Manchester City,1-2,0-0,
Round of 16,Wed,2020-02-26,Lyon,Juventus FC,1-0,1-0,
Round of 16,Tue,2020-03-10,Valencia,Atalanta,3-4,1-2,
Round of 16,Tue,2020-03-10,RB Leipzig,Tottenham,3-0,2-0,
Round of 16,Wed,2020-03-11,Paris Saint Germain,Borussia Dortmund,2-0,2-0,
Round of 16,Wed,2020-03-11,Liverpool,Atlético de Madrid,2-3,,
Round of 16,Fri,2020-08-07,Manchester City,Real Madrid,2-1,1-1,
Round of 16,Fri,2020-08-07,Juventus FC,Lyon,2-1,1-1,
Round of 16,Sat,2020-08-08,Bayern de Munique,Chelsea,4-1,2-1,
Round of 16,Sat,2020-08-08,Barcelona,Napoli,3-1,3-1,
Quarterfinals,Wed,2020-08-12,Atalanta,Paris Saint Germain,1-2,1-0,
Quarterfinals,Thu,2020-08-13,RB Leipzig,Atlético de Madrid,2-1,0-0,
Quarterfinals,Fri,2020-08-14,Barcelona,Bayern de Munique,2-8,1-4,
Quarterfinals,Sat,2020-08-15,Manchester City,Lyon,1-3,0-1,
Semifinals,Tue,2020-08-18,RB Leipzig,Paris Saint Germain,0-3,0-2,
Semifinals,Wed,2020-08-19,Lyon,Bayern de Munique,0-3,0-2,
Final,Sun,2020-08-23,Paris Saint Germain,Bayern de Munique,0-1,0-0,
