Matchday,Day,Date,Home,Away,FullTime,HalfTime,Penalties
6,Tue,2020-11-24,Paris Saint Germain,RB Leipzig,1-0,1-0,
6,Wed,2020-12-02,Instanbul Basaksehir FK,RB Leipzig,3-4,1-2,
6,Wed,2020-12-02,Manchester United,Paris Saint Germain,1-3,1-1,
6,Tue,2020-12-08,RB Leipzig,Manchester United,3-2,2-0,
6,Wed,2020-12-09,Paris Saint Germain,Instanbul Basaksehir FK,5-1,3-0,
Round of 16,Tue,2021-02-16,RB Leipzig,Liverpool,0-2,0-0,
Round of 16,Tue,2021-02-16,Barcelona,Paris Saint Germain,1-4,1-1,
Round of 16,Wed,2021-02-17,FC Porto,Juventus FC,2-1,1-0,
Round of 16,Wed,2021-02-17,Sevilha FC,Borussia Dortmund,2-3,1-3,
Round of 16,Tue,2021-02-23,Lazio,Bayern de Munique,1-4,0-3,
Round of 16,Tue,2021-02-23,Atlético de Madrid,Chelsea,0-1,0-0,
Round of 16,Wed,2021-02-24,Borussia Monchengladbach,Manchester City,0-2,0-1,
Round of 16,Wed,2021-02-24,Atalanta,Real Madrid,0-1,0-0,
Round of 16,Tue,2021-03-09,Juventus FC,FC Porto,3-2,,
Round of 16,Tue,2021-03-09,Borussia Dortmund,Sevilha FC,2-2,1-0,
Round of 16,Wed,2021-03-10,Liverpool,RB Leipzig,2-0,0-0,
Round of 16,Wed,2021-03-10,Paris Saint Germain,Barcelona,1-1,1-1,
Round of 16,Tue,2021-03-16,Manchester City,Borussia Monchengladbach,2-0,2-0,
Round of 16,Tue,2021-03-16,Real Madrid,Atalanta,3-1,1-0,
Round of 16,Wed,2021-03-17,Bayern de Munique,Lazio,2-1,1-0,
Round of 16,Wed,2021-03-17,Chelsea,Atlético de Madrid,2-0,1-0,
Quarterfinals,Tue,2021-04-06,Manchester City,Borussia Dortmund,2-1,1-0,
Quarterfinals,Tue,2021-04-06,Real Madrid,Liverpool,3-1,2-0,
Quarterfinals,Wed,2021-04-07,FC Porto,Chelsea,0-2,0-1,
Quarterfinals,Wed,2021-04-07,Bayern de Munique,Paris Saint Germain,2-3,1-2,
Quarterfinals,Tue,2021-04-13,Chelsea,FC Porto,0-1,0-0,
Quarterfinals,Tue,2021-04-13,Paris Saint Germain,Bayern de Munique,0-1,0-1,
Quarterfinals,Wed,2021-04-14,Borussia Dortmund,Manchester City,1-2,1-0,
Quarterfinals,Wed,2021-04-14,Liverpool,Real Madrid,0-0,,
Semifinals,Tue,2021-04-27,Real Madrid,Chelsea,1-1,1-1,
Semifinals,Wed,2021-04-28,Paris Saint Germain,Manchester City,1-2,1-0,
Semifinals,Tue,2021-05-04,Manchester City,Paris Saint Germain,2-0,1-0,
Semifinals,Wed,2021-05-05,Chelsea,Real Madrid,2-0,1-0,
Final,Sat,2021-05-29,Manchester City,Chelsea,0-1,0-1,
