Matchday,Day,Date,Home,Away,FullTime,HalfTime,Penalties
4,Tue,2015-03-17,The Strongest (BOL),Universidad de Chile (CHI),5-3,1-1,
5,Wed,2015-03-18,Emelec (ECU),Internacional,1-1,1-0,
7,Wed,2015-04-15,The Strongest (BOL),Emelec (ECU),1-0,0-0,
7,Thu,2015-04-16,Universidad de Chile (CHI),Internacional,0-4,0-3,
8,Wed,2015-04-22,Internacional,The Strongest (BOL),1-0,1-0,
8,Wed,2015-04-22,Emelec (ECU),Universidad de Chile (CHI),2-0,1-0,
1,Tue,2015-02-17,Montevideo Wanderers (URU),Zamora FC (VEN),3-2,1-1,
1,Wed,2015-02-18,Palestino (CHI),Boca Juniors (ARG),0-2,0-1,
2,Thu,2015-02-26,Boca Juniors (ARG),Montevideo Wanderers (URU),2-1,2-1,
2,Thu,2015-02-26,Zamora FC (VEN),Palestino (CHI),0-1,0-1,
4,Tue,2015-03-10,Montevideo Wanderers (URU),Palestino (CHI),1-0,1-0,
4,Wed,2015-03-11,Boca Juniors (ARG),Zamora FC (VEN),5-0,3-0,
5,Tue,2015-03-17,Zamora FC (VEN),Boca Juniors (ARG),1-5,1-0,
5,Thu,2015-03-19,Palestino (CHI),Montevideo Wanderers (URU),1-1,0-1,
6,Tue,2015-04-07,Palestino (CHI),Zamora FC (VEN),4-0,0-0,
6,Thu,2015-04-09,Montevideo Wanderers (URU),Boca Juniors (ARG),0-3,0-1,
7,Thu,2015-04-16,Boca Juniors (ARG),Palestino (CHI),2-0,0-0,
7,Thu,2015-04-16,Zamora FC (VEN),Montevideo Wanderers (URU),0-3,0-1,
1,Thu,2015-02-19,UANL Tigres (MEX),Juan Aurich (PER),3-0,1-0,
1,Thu,2015-02-19,Club San José (BOL),River Plate (ARG),2-0,0-0,
3,Thu,2015-03-05,River Plate (ARG),UANL Tigres (MEX),1-1,0-1,
3,Thu,2015-03-05,Juan Aurich (PER),Club San José (BOL),2-0,2-0,
4,Wed,2015-03-11,Club San José (BOL),UANL Tigres (MEX),0-1,0-1,
4,Thu,2015-03-12,Juan Aurich (PER),River Plate (ARG),1-1,0-1,
5,Wed,2015-03-18,UANL Tigres (MEX),Club San José (BOL),4-0,2-0,
5,Thu,2015-03-19,River Plate (ARG),Juan Aurich (PER),1-1,1-0,
6,Tue,2015-04-07,Club San José (BOL),Juan Aurich (PER),1-1,1-1,
6,Wed,2015-04-08,UANL Tigres (MEX),River Plate (ARG),2-2,1-0,
7,Wed,2015-04-15,River Plate (ARG),Club San José (BOL),3-0,1-0,
7,Wed,2015-04-15,Juan Aurich (PER),UANL Tigres (MEX),4-5,2-2,
1,Thu,2015-02-19,Libertad (PAR),Atlético Nacional (COL),2-2,2-1,
2,Wed,2015-02-25,Estudiantes (ARG),Barcelona (ECU),3-0,2-0,
3,Tue,2015-03-03,Barcelona (ECU),Libertad (PAR),0-1,0-0,
3,Thu,2015-03-05,Atlético Nacional (COL),Estudiantes (ARG),1-1,1-0,
4,Wed,2015-03-11,Barcelona (ECU),Atlético Nacional (COL),1-2,1-0,
4,Thu,2015-03-12,Libertad (PAR),Estudiantes (ARG),1-0,0-0,
5,Wed,2015-03-18,Estudiantes (ARG),Libertad (PAR),1-0,0-0,
5,Thu,2015-03-19,Atlético Nacional (COL),Barcelona (ECU),2-3,1-1,
6,Thu,2015-04-09,Estudiantes (ARG),Atlético Nacional (COL),0-1,0-1,
6,Thu,2015-04-09,Libertad (PAR),Barcelona (ECU),1-1,0-1,
8,Tue,2015-04-21,Atlético Nacional (COL),Libertad (PAR),4-0,1-0,
8,Tue,2015-04-21,Barcelona (ECU),Estudiantes (ARG),0-2,0-0,
1,Tue,2015-02-17,Deportivo Táchira (VEN),Racing Club (ARG),0-5,0-2,
1,Wed,2015-02-18,Guaraní (PAR),Sporting Cristal (PER),2-2,0-1,
2,Tue,2015-02-24,Racing Club (ARG),Guaraní (PAR),4-1,1-0,
2,Tue,2015-02-24,Sporting Cristal (PER),Deportivo Táchira (VEN),1-1,1-0,
4,Tue,2015-03-10,Racing Club (ARG),Sporting Cristal (PER),1-2,0-0,
4,Tue,2015-03-10,Guaraní (PAR),Deportivo Táchira (VEN),5-2,4-1,
5,Tue,2015-03-17,Sporting Cristal (PER),Racing Club (ARG),0-2,0-0,
5,Wed,2015-03-18,Deportivo Táchira (VEN),Guaraní (PAR),1-1,1-1,
6,Tue,2015-04-07,Guaraní (PAR),Racing Club (ARG),2-0,0-0,
6,Wed,2015-04-08,Deportivo Táchira (VEN),Sporting Cristal (PER),0-0,,
7,Tue,2015-04-14,Racing Club (ARG),Deportivo Táchira (VEN),3-2,0-1,
7,Tue,2015-04-14,Sporting Cristal (PER),Guaraní (PAR),1-1,0-1,
Round of 16,Tue,2015-04-28,Universitario de Sucre (BOL),UANL Tigres (MEX),1-2,1-0,
Round of 16,Tue,2015-05-05,Estudiantes (ARG),Santa Fe (COL),2-1,2-0,
Round of 16,Wed,2015-05-06,Guaraní (PAR),Corinthians,2-0,0-0,
Round of 16,Wed,2015-05-06,Atlético-MG,Internacional,2-2,1-1,
Round of 16,Wed,2015-05-06,São Paulo,Cruzeiro,1-0,0-0,
Round of 16,Thu,2015-05-07,Montevideo Wanderers (URU),Racing Club (ARG),1-1,0-0,
Round of 16,Thu,2015-05-07,River Plate (ARG),Boca Juniors (ARG),1-0,0-0,
Round of 16,Thu,2015-05-07,Emelec (ECU),Atlético Nacional (COL),2-0,1-0,
Round of 16,Tue,2015-05-05,UANL Tigres (MEX),Universitario de Sucre (BOL),1-1,0-1,
Round of 16,Tue,2015-05-12,Santa Fe (COL),Estudiantes (ARG),2-0,1-0,
Round of 16,Wed,2015-05-13,Cruzeiro,São Paulo,4-3,4-3,4-3
Round of 16,Wed,2015-05-13,Internacional,Atlético-MG,3-1,2-0,
Round of 16,Wed,2015-05-13,Corinthians,Guaraní (PAR),0-1,0-0,
Round of 16,Thu,2015-05-14,Racing Club (ARG),Montevideo Wanderers (URU),2-1,2-0,
Round of 16,Fri,2015-05-15,Boca Juniors (ARG),River Plate (ARG),0-3,,
Round of 16,Thu,2015-05-14,Atlético Nacional (COL),Emelec (ECU),1-0,0-0,
Quarterfinals,Tue,2015-05-19,Emelec (ECU),UANL Tigres (MEX),1-0,0-0,
Quarterfinals,Wed,2015-05-20,Santa Fe (COL),Internacional,1-0,0-0,
Quarterfinals,Thu,2015-05-21,Guaraní (PAR),Racing Club (ARG),1-0,0-0,
Quarterfinals,Thu,2015-05-21,River Plate (ARG),Cruzeiro,0-1,0-0,
Quarterfinals,Tue,2015-05-26,UANL Tigres (MEX),Emelec (ECU),2-0,1-0,
Quarterfinals,Wed,2015-05-27,Internacional,Santa Fe (COL),2-0,1-0,
Quarterfinals,Wed,2015-05-27,Cruzeiro,River Plate (ARG),0-3,0-2,
Quarterfinals,Thu,2015-05-28,Racing Club (ARG),Guaraní (PAR),0-0,,
Semifinals,Tue,2015-07-14,River Plate (ARG),Guaraní (PAR),2-0,0-0,
Semifinals,Wed,2015-07-15,Internacional,UANL Tigres (MEX),2-1,2-1,
Semifinals,Tue,2015-07-21,Guaraní (PAR),River Plate (ARG),1-1,0-0,
Semifinals,Wed,2015-07-22,UANL Tigres (MEX),Internacional,3-1,2-0,
Final,Wed,2015-07-29,UANL Tigres (MEX),River Plate (ARG),0-0,,
Final,Wed,2015-08-05,River Plate (ARG),UANL Tigres (MEX),3-0,1-0,
