Matchday,Day,Date,Home,Away,FullTime,HalfTime,Penalties
3,Wed,2014-03-12,Flamengo,Bolívar (BOL),2-2,0-0,
4,Wed,2014-03-19,Bolívar (BOL),Flamengo,1-0,1-0,
4,Wed,2014-03-19,Club León (MEX),Emelec (ECU),3-0,1-0,
5,Thu,2014-03-27,Club León (MEX),Bolívar (BOL),0-1,0-0,
5,Wed,2014-04-02,Emelec (ECU),Flamengo,1-2,0-1,
6,Wed,2014-04-09,Bolívar (BOL),Emelec (ECU),2-1,1-0,
6,Wed,2014-04-09,Flamengo,Club León (MEX),2-3,2-2,
1,Tue,2014-02-11,Santos Laguna (MEX),Arsenal de Sarandí (ARG),1-0,1-0,
1,Wed,2014-02-12,Deportivo Anzoátegui (VEN),Peñarol (URU),1-1,1-0,
2,Tue,2014-02-18,Peñarol (URU),Santos Laguna (MEX),0-2,0-0,
2,Tue,2014-02-25,Arsenal de Sarandí (ARG),Deportivo Anzoátegui (VEN),3-0,2-0,
3,Tue,2014-03-11,Deportivo Anzoátegui (VEN),Santos Laguna (MEX),1-1,0-0,
3,Thu,2014-03-13,Arsenal de Sarandí (ARG),Peñarol (URU),1-0,1-0,
4,Wed,2014-03-19,Santos Laguna (MEX),Deportivo Anzoátegui (VEN),3-0,1-0,
4,Wed,2014-03-19,Peñarol (URU),Arsenal de Sarandí (ARG),2-1,0-0,
5,Tue,2014-03-25,Santos Laguna (MEX),Peñarol (URU),4-1,1-1,
5,Wed,2014-03-26,Deportivo Anzoátegui (VEN),Arsenal de Sarandí (ARG),1-3,0-1,
6,Thu,2014-04-10,Peñarol (URU),Deportivo Anzoátegui (VEN),1-1,1-0,
6,Thu,2014-04-10,Arsenal de Sarandí (ARG),Santos Laguna (MEX),3-0,1-0,
Round of 16,Wed,2014-04-16,Lanús (ARG),Santos Laguna (MEX),2-1,0-0,
Round of 16,Wed,2014-04-16,Club León (MEX),Bolívar (BOL),2-2,1-1,
Round of 16,Wed,2014-04-16,Cruzeiro,Cerro Porteño (PAR),1-1,0-1,
Round of 16,Thu,2014-04-17,The Strongest (BOL),Defensor Sporting (URU),2-0,0-0,
Round of 16,Wed,2014-04-23,Club Nacional (PAR),Vélez Sarsfield (ARG),1-0,0-0,
Round of 16,Wed,2014-04-23,San Lorenzo (ARG),Grêmio,1-0,0-0,
Round of 16,Wed,2014-04-23,Atlético Nacional (COL),Atlético-MG,1-0,0-0,
Round of 16,Thu,2014-04-24,Arsenal de Sarandí (ARG),Unión Española (CHI),0-0,,
Round of 16,Tue,2014-04-22,Bolívar (BOL),Club León (MEX),1-1,1-1,
Round of 16,Thu,2014-04-24,Santos Laguna (MEX),Lanús (ARG),0-2,0-1,
Round of 16,Tue,2014-04-29,Defensor Sporting (URU),The Strongest (BOL),2-0,2-0,4-2
Round of 16,Tue,2014-04-29,Vélez Sarsfield (ARG),Club Nacional (PAR),2-2,0-0,
Round of 16,Wed,2014-04-30,Unión Española (CHI),Arsenal de Sarandí (ARG),0-1,0-0,
Round of 16,Wed,2014-04-30,Grêmio,San Lorenzo (ARG),1-0,1-0,2-4
Round of 16,Wed,2014-04-30,Cerro Porteño (PAR),Cruzeiro,0-2,0-0,
Round of 16,Thu,2014-05-01,Atlético-MG,Atlético Nacional (COL),1-1,1-0,
Quarterfinals,Wed,2014-05-07,Club Nacional (PAR),Arsenal de Sarandí (ARG),1-0,1-0,
Quarterfinals,Wed,2014-05-07,San Lorenzo (ARG),Cruzeiro,1-0,0-0,
Quarterfinals,Thu,2014-05-08,Lanús (ARG),Bolívar (BOL),1-1,1-0,
Quarterfinals,Thu,2014-05-08,Atlético Nacional (COL),Defensor Sporting (URU),0-2,0-0,
Quarterfinals,Wed,2014-05-14,Arsenal de Sarandí (ARG),Club Nacional (PAR),0-0,,
Quarterfinals,Wed,2014-05-14,Cruzeiro,San Lorenzo (ARG),1-1,0-1,
Quarterfinals,Thu,2014-05-15,Bolívar (BOL),Lanús (ARG),1-0,0-0,
Quarterfinals,Thu,2014-05-15,Defensor Sporting (URU),Atlético Nacional (COL),1-0,0-0,
Semifinals,Tue,2014-07-22,Club Nacional (PAR),Defensor Sporting (URU),2-0,1-0,
Semifinals,Wed,2014-07-23,San Lorenzo (ARG),Bolívar (BOL),5-0,2-0,
Semifinals,Tue,2014-07-29,Defensor Sporting (URU),Club Nacional (PAR),1-0,0-0,
Semifinals,Wed,2014-07-30,Bolívar (BOL),San Lorenzo (ARG),1-0,0-0,
Final,Wed,2014-08-06,Club Nacional (PAR),San Lorenzo (ARG),1-1,0-0,
Final,Wed,2014-08-13,San Lorenzo (ARG),Club Nacional (PAR),1-0,1-0,
