Matchday,Day,Date,Home,Away,FullTime,HalfTime,Penalties
5,Tue,2017-05-02,Atlético Nacional (COL),Estudiantes (ARG),4-1,2-0,
5,Tue,2017-05-02,Botafogo-RJ,Barcelona (ECU),0-2,0-2,
7,Thu,2017-05-18,Barcelona (ECU),Estudiantes (ARG),0-3,0-1,
7,Thu,2017-05-18,Botafogo-RJ,Atlético Nacional (COL),1-0,0-0,
8,Thu,2017-05-25,Atlético Nacional (COL),Barcelona (ECU),3-1,2-1,
8,Thu,2017-05-25,Estudiantes (ARG),Botafogo-RJ,1-0,1-0,
1,Thu,2017-03-09,The Strongest (BOL),Santa Fe (COL),2-0,0-0,
1,Thu,2017-03-09,Sporting Cristal (PER),Santos,1-1,1-0,
2,Thu,2017-03-16,Santa Fe (COL),Sporting Cristal (PER),3-0,1-0,
2,Thu,2017-03-16,Santos,The Strongest (BOL),2-0,1-0,
3,Tue,2017-04-18,Sporting Cristal (PER),The Strongest (BOL),0-0,,
4,Wed,2017-04-19,Santa Fe (COL),Santos,0-0,,
6,Thu,2017-05-04,The Strongest (BOL),Sporting Cristal (PER),5-1,3-0,
6,Thu,2017-05-04,Santos,Santa Fe (COL),3-2,2-2,
7,Wed,2017-05-17,Sporting Cristal (PER),Santa Fe (COL),0-2,0-1,
7,Wed,2017-05-17,The Strongest (BOL),Santos,1-1,1-0,
8,Tue,2017-05-23,Santos,Sporting Cristal (PER),4-0,2-0,
8,Tue,2017-05-23,Santa Fe (COL),The Strongest (BOL),1-1,1-1,
1,Tue,2017-03-14,FBC Melgar (PER),Emelec (ECU),1-0,0-0,
1,Wed,2017-03-15,Independiente Medellín (COL),River Plate (ARG),1-3,0-2,
3,Thu,2017-04-13,Emelec (ECU),Independiente Medellín (COL),1-0,0-0,
3,Thu,2017-04-13,River Plate (ARG),FBC Melgar (PER),4-2,3-2,
4,Thu,2017-04-20,Independiente Medellín (COL),FBC Melgar (PER),2-0,1-0,
5,Wed,2017-04-26,FBC Melgar (PER),Independiente Medellín (COL),1-2,0-0,
5,Thu,2017-04-27,Emelec (ECU),River Plate (ARG),1-2,1-1,
6,Wed,2017-05-10,River Plate (ARG),Emelec (ECU),1-1,0-0,
7,Tue,2017-05-16,Independiente Medellín (COL),Emelec (ECU),1-2,1-2,
7,Thu,2017-05-18,FBC Melgar (PER),River Plate (ARG),2-3,1-2,
8,Thu,2017-05-25,River Plate (ARG),Independiente Medellín (COL),1-2,0-0,
8,Thu,2017-05-25,Emelec (ECU),FBC Melgar (PER),3-0,1-0,
1,Tue,2017-03-07,Athletico-PR,Universidad Católica (CHI),2-2,1-0,
1,Wed,2017-03-08,Flamengo,San Lorenzo (ARG),4-0,0-0,
2,Wed,2017-03-15,San Lorenzo (ARG),Athletico-PR,0-1,0-1,
2,Wed,2017-03-15,Universidad Católica (CHI),Flamengo,1-0,0-0,
3,Wed,2017-04-12,Universidad Católica (CHI),San Lorenzo (ARG),1-1,0-1,
3,Wed,2017-04-12,Flamengo,Athletico-PR,2-1,2-0,
4,Tue,2017-04-25,San Lorenzo (ARG),Universidad Católica (CHI),2-1,1-0,
5,Wed,2017-04-26,Athletico-PR,Flamengo,2-1,1-0,
6,Wed,2017-05-03,Athletico-PR,San Lorenzo (ARG),0-3,0-1,
6,Wed,2017-05-03,Flamengo,Universidad Católica (CHI),3-1,0-0,
7,Wed,2017-05-17,San Lorenzo (ARG),Flamengo,2-1,0-1,
7,Wed,2017-05-17,Universidad Católica (CHI),Athletico-PR,2-3,1-0,
1,Tue,2017-03-07,Jorge Wilstermann (BOL),Peñarol (URU),6-2,3-0,
1,Wed,2017-03-08,Atlético Tucumán (ARG),Palmeiras,1-1,1-1,
2,Wed,2017-03-15,Palmeiras,Jorge Wilstermann (BOL),1-0,0-0,
2,Thu,2017-03-16,Peñarol (URU),Atlético Tucumán (ARG),2-1,0-0,
3,Tue,2017-04-11,Jorge Wilstermann (BOL),Atlético Tucumán (ARG),2-1,0-0,
3,Wed,2017-04-12,Palmeiras,Peñarol (URU),3-2,0-1,
4,Tue,2017-04-25,Atlético Tucumán (ARG),Jorge Wilstermann (BOL),2-1,0-0,
5,Wed,2017-04-26,Peñarol (URU),Palmeiras,2-3,2-0,
6,Tue,2017-05-02,Atlético Tucumán (ARG),Peñarol (URU),2-1,0-0,
6,Wed,2017-05-03,Jorge Wilstermann (BOL),Palmeiras,3-2,2-1,
8,Wed,2017-05-24,Peñarol (URU),Jorge Wilstermann (BOL),2-0,2-0,
8,Wed,2017-05-24,Palmeiras,Atlético Tucumán (ARG),3-1,1-0,
1,Wed,2017-03-08,Godoy Cruz (ARG),Atlético-MG,1-1,1-0,
1,Wed,2017-03-08,Sport Boys Warnes (BOL),Libertad (PAR),3-3,1-1,
3,Tue,2017-04-11,Libertad (PAR),Godoy Cruz (ARG),1-2,1-1,
3,Thu,2017-04-13,Atlético-MG,Sport Boys Warnes (BOL),5-2,1-1,
4,Wed,2017-04-19,Libertad (PAR),Atlético-MG,1-0,1-0,
4,Thu,2017-04-20,Godoy Cruz (ARG),Sport Boys Warnes (BOL),2-0,0-0,
5,Wed,2017-04-26,Atlético-MG,Libertad (PAR),2-0,0-0,
5,Thu,2017-04-27,Sport Boys Warnes (BOL),Godoy Cruz (ARG),1-3,0-1,
6,Wed,2017-05-03,Sport Boys Warnes (BOL),Atlético-MG,1-5,1-2,
6,Thu,2017-05-04,Godoy Cruz (ARG),Libertad (PAR),1-1,1-1,
7,Tue,2017-05-16,Libertad (PAR),Sport Boys Warnes (BOL),1-1,1-0,
7,Tue,2017-05-16,Atlético-MG,Godoy Cruz (ARG),4-1,3-0,
1,Tue,2017-03-07,Zulia FC (VEN),Chapecoense,1-2,0-1,
1,Thu,2017-03-09,Lanús (ARG),Nacional (URU),0-1,0-1,
2,Wed,2017-03-15,Nacional (URU),Zulia FC (VEN),0-1,0-1,
2,Thu,2017-03-16,Chapecoense,Lanús (ARG),1-3,0-0,
3,Tue,2017-04-18,Lanús (ARG),Zulia FC (VEN),5-0,1-0,
3,Tue,2017-04-18,Chapecoense,Nacional (URU),1-1,1-1,
5,Thu,2017-04-27,Nacional (URU),Chapecoense,3-0,1-0,
5,Thu,2017-04-27,Zulia FC (VEN),Lanús (ARG),1-1,1-0,
7,Tue,2017-05-16,Zulia FC (VEN),Nacional (URU),0-0,,
7,Wed,2017-05-17,Lanús (ARG),Chapecoense,3-0,,
8,Tue,2017-05-23,Nacional (URU),Lanús (ARG),0-1,0-1,
8,Tue,2017-05-23,Chapecoense,Zulia FC (VEN),2-1,0-1,
1,Tue,2017-03-07,Deportes Iquique (CHI),Guaraní (PAR),0-1,0-0,
1,Thu,2017-03-09,Zamora FC (VEN),Grêmio,0-2,0-1,
3,Tue,2017-04-11,Grêmio,Deportes Iquique (CHI),3-2,3-0,
3,Wed,2017-04-12,Guaraní (PAR),Zamora FC (VEN),3-1,1-1,
4,Wed,2017-04-19,Zamora FC (VEN),Deportes Iquique (CHI),1-4,0-2,
4,Thu,2017-04-20,Guaraní (PAR),Grêmio,1-1,0-0,
5,Tue,2017-04-25,Deportes Iquique (CHI),Zamora FC (VEN),4-3,1-0,
5,Thu,2017-04-27,Grêmio,Guaraní (PAR),4-1,3-1,
6,Wed,2017-05-03,Deportes Iquique (CHI),Grêmio,2-1,1-1,
6,Thu,2017-05-04,Zamora FC (VEN),Guaraní (PAR),1-3,1-2,
8,Thu,2017-05-25,Guaraní (PAR),Deportes Iquique (CHI),0-0,,
8,Thu,2017-05-25,Grêmio,Zamora FC (VEN),4-0,3-0,
Round of 16,Tue,2017-07-04,Godoy Cruz (ARG),Grêmio,0-1,0-1,
Round of 16,Tue,2017-07-04,Guaraní (PAR),River Plate (ARG),0-2,0-1,
Round of 16,Wed,2017-07-05,Athletico-PR,Santos,2-3,1-1,
Round of 16,Wed,2017-07-05,Barcelona (ECU),Palmeiras,1-0,0-0,
Round of 16,Wed,2017-07-05,Jorge Wilstermann (BOL),Atlético-MG,1-0,1-0,
Round of 16,Thu,2017-07-06,The Strongest (BOL),Lanús (ARG),1-1,0-1,
Round of 16,Thu,2017-07-06,Nacional (URU),Botafogo-RJ,0-1,0-1,
Round of 16,Thu,2017-07-06,Emelec (ECU),San Lorenzo (ARG),0-1,0-1,
Round of 16,Tue,2017-08-08,Lanús (ARG),The Strongest (BOL),1-0,0-0,
Round of 16,Tue,2017-08-08,River Plate (ARG),Guaraní (PAR),1-1,0-1,
Round of 16,Wed,2017-08-09,Grêmio,Godoy Cruz (ARG),2-1,1-1,
Round of 16,Wed,2017-08-09,Palmeiras,Barcelona (ECU),1-0,1-0,4-5
Round of 16,Wed,2017-08-09,Atlético-MG,Jorge Wilstermann (BOL),0-0,,
Round of 16,Thu,2017-08-10,Botafogo-RJ,Nacional (URU),2-0,2-0,
Round of 16,Thu,2017-08-10,Santos,Athletico-PR,1-0,0-0,
Round of 16,Thu,2017-08-10,San Lorenzo (ARG),Emelec (ECU),0-1,0-1,5-4
Quarterfinals,Wed,2017-09-13,San Lorenzo (ARG),Lanús (ARG),2-0,1-0,
Quarterfinals,Wed,2017-09-13,Barcelona (ECU),Santos,1-1,0-0,
Quarterfinals,Wed,2017-09-13,Botafogo-RJ,Grêmio,0-0,,
Quarterfinals,Thu,2017-09-14,Jorge Wilstermann (BOL),River Plate (ARG),3-0,1-0,
Quarterfinals,Wed,2017-09-20,Santos,Barcelona (ECU),0-1,0-0,
Quarterfinals,Wed,2017-09-20,Grêmio,Botafogo-RJ,1-0,0-0,
Quarterfinals,Thu,2017-09-21,River Plate (ARG),Jorge Wilstermann (BOL),8-0,4-0,
Quarterfinals,Thu,2017-09-21,Lanús (ARG),San Lorenzo (ARG),2-0,2-0,4-3
Semifinals,Tue,2017-10-24,River Plate (ARG),Lanús (ARG),1-0,0-0,
Semifinals,Wed,2017-10-25,Barcelona (ECU),Grêmio,0-3,0-2,
Semifinals,Tue,2017-10-31,Lanús (ARG),River Plate (ARG),4-2,1-2,
Semifinals,Wed,2017-11-01,Grêmio,Barcelona (ECU),0-1,0-1,
Final,Wed,2017-11-22,Grêmio,Lanús (ARG),1-0,0-0,
Final,Wed,2017-11-29,Lanús (ARG),Grêmio,1-2,0-2,
