Matchday,Day,Date,Home,Away,FullTime,HalfTime,Penalties
3,Wed,2023-05-03,CSD Colo-Colo (CHI),CA Boca Juniors (ARG),0-2,0-1,
3,Wed,2023-05-03,Barcelona SC (ECU),Palmeiras,0-2,0-1,
3,Wed,2023-05-03,Atlético-MG,Club Alianza Lima (PER),2-0,0-0,
3,Wed,2023-05-03,CD Independiente Medellín (COL),Metropolitanos FC (VEN),4-2,4-1,
3,Thu,2023-05-04,CA Patronato (ARG),FBC Melgar (PER),4-1,1-0,
3,Thu,2023-05-04,Racing Club (ARG),Flamengo,1-1,0-1,
3,Thu,2023-05-04,Club Libertad Asuncion (PAR),Athletico-PR,1-2,1-0,
3,Thu,2023-05-04,Deportivo Pereira (COL),Monagas SC (VEN),2-1,2-0,
4,Tue,2023-05-23,Monagas SC (VEN),CSD Colo-Colo (CHI),1-1,0-0,
4,Tue,2023-05-23,Atlético-MG,Athletico-PR,2-1,0-0,
4,Tue,2023-05-23,Club Bolívar (BOL),Barcelona SC (ECU),1-0,0-0,
4,Tue,2023-05-23,SD Aucas (ECU),Racing Club (ARG),1-2,0-1,
4,Tue,2023-05-23,CD Independiente Medellín (COL),Club Nacional de Football (URU),2-1,1-1,
4,Tue,2023-05-23,Club Alianza Lima (PER),Club Libertad Asuncion (PAR),1-2,0-1,
4,Wed,2023-05-24,Club Cerro Porteño (PAR),Palmeiras,0-3,0-1,
4,Wed,2023-05-24,Liverpool FC (URU),CAR Independiente del Valle (ECU),1-0,0-0,
4,Wed,2023-05-24,Deportivo Pereira (COL),CA Boca Juniors (ARG),1-0,0-0,
4,Wed,2023-05-24,AA Argentinos Juniors (ARG),Corinthians,0-0,,
4,Wed,2023-05-24,CD Nublense (CHI),Flamengo,1-1,0-1,
4,Wed,2023-05-24,FBC Melgar (PER),CDC Atlético Nacional (COL),0-1,0-0,
4,Thu,2023-05-25,Club The Strongest (BOL),Fluminense,1-0,1-0,
4,Thu,2023-05-25,CA Patronato (ARG),Olimpia Asuncion (PAR),0-2,0-1,
4,Thu,2023-05-25,CS Cristal (PER),CA River Plate (ARG),1-1,0-0,
4,Thu,2023-05-25,Metropolitanos FC (VEN),Internacional,1-2,0-2,
5,Tue,2023-06-06,Monagas SC (VEN),Deportivo Pereira (COL),1-0,1-0,
5,Tue,2023-06-06,Athletico-PR,Club Libertad Asuncion (PAR),1-0,0-0,
5,Tue,2023-06-06,CA Boca Juniors (ARG),CSD Colo-Colo (CHI),1-0,0-0,
5,Tue,2023-06-06,Club Alianza Lima (PER),Atlético-MG,0-1,0-0,
5,Tue,2023-06-06,FBC Melgar (PER),CA Patronato (ARG),5-0,4-0,
5,Tue,2023-06-06,Club Bolívar (BOL),Club Cerro Porteño (PAR),2-0,1-0,
5,Wed,2023-06-07,CAR Independiente del Valle (ECU),Corinthians,3-0,2-0,
5,Wed,2023-06-07,AA Argentinos Juniors (ARG),Liverpool FC (URU),2-1,0-0,
5,Wed,2023-06-07,Club Nacional de Football (URU),Internacional,1-1,0-0,
5,Wed,2023-06-07,SD Aucas (ECU),CD Nublense (CHI),0-0,,
5,Wed,2023-06-07,Palmeiras,Barcelona SC (ECU),4-2,0-2,
5,Wed,2023-06-07,CA River Plate (ARG),Fluminense,2-0,1-0,
5,Wed,2023-06-07,Club The Strongest (BOL),CS Cristal (PER),1-2,1-1,
5,Thu,2023-06-08,Metropolitanos FC (VEN),CD Independiente Medellín (COL),0-1,0-0,
5,Thu,2023-06-08,Olimpia Asuncion (PAR),CDC Atlético Nacional (COL),3-0,1-0,
5,Thu,2023-06-08,Flamengo,Racing Club (ARG),2-1,1-0,
6,Tue,2023-06-27,Club Libertad Asuncion (PAR),Atlético-MG,1-1,0-0,
6,Tue,2023-06-27,Athletico-PR,Club Alianza Lima (PER),3-0,1-0,
6,Tue,2023-06-27,Fluminense,CS Cristal (PER),1-1,1-1,
6,Tue,2023-06-27,CA River Plate (ARG),Club The Strongest (BOL),2-0,1-0,
6,Tue,2023-06-27,CDC Atlético Nacional (COL),CA Patronato (ARG),0-1,0-0,
6,Tue,2023-06-27,Olimpia Asuncion (PAR),FBC Melgar (PER),4-1,4-0,
6,Wed,2023-06-28,Internacional,CD Independiente Medellín (COL),3-1,3-0,
6,Wed,2023-06-28,Club Nacional de Football (URU),Metropolitanos FC (VEN),1-0,1-0,
6,Wed,2023-06-28,CAR Independiente del Valle (ECU),AA Argentinos Juniors (ARG),3-2,1-1,
6,Wed,2023-06-28,Corinthians,Liverpool FC (URU),3-0,1-0,
6,Wed,2023-06-28,Flamengo,SD Aucas (ECU),4-0,3-0,
6,Wed,2023-06-28,Racing Club (ARG),CD Nublense (CHI),4-0,0-0,
6,Thu,2023-06-29,CSD Colo-Colo (CHI),Deportivo Pereira (COL),0-0,,
6,Thu,2023-06-29,CA Boca Juniors (ARG),Monagas SC (VEN),4-0,1-0,
6,Thu,2023-06-29,Barcelona SC (ECU),Club Cerro Porteño (PAR),2-2,0-2,
6,Thu,2023-06-29,Palmeiras,Club Bolívar (BOL),4-0,2-0,
Round of 16,Tue,2023-08-01,AA Argentinos Juniors (ARG),Fluminense,1-1,1-0,
Round of 16,Tue,2023-08-01,Club Bolívar (BOL),Athletico-PR,3-1,2-1,
Round of 16,Tue,2023-08-01,CA River Plate (ARG),Internacional,2-1,0-1,
Round of 16,Wed,2023-08-02,Deportivo Pereira (COL),CAR Independiente del Valle (ECU),1-0,0-0,
Round of 16,Wed,2023-08-02,Club Nacional de Football (URU),CA Boca Juniors (ARG),0-0,,
Round of 16,Wed,2023-08-02,Atlético-MG,Palmeiras,0-1,0-1,
Round of 16,Thu,2023-08-03,CDC Atlético Nacional (COL),Racing Club (ARG),4-2,1-0,
Round of 16,Thu,2023-08-03,Flamengo,Olimpia Asuncion (PAR),1-0,0-0,
Round of 16,Tue,2023-08-08,Fluminense,AA Argentinos Juniors (ARG),2-0,0-0,
Round of 16,Tue,2023-08-08,Athletico-PR,Club Bolívar (BOL),2-0,2-0,4-5
Round of 16,Tue,2023-08-08,Internacional,CA River Plate (ARG),2-1,2-1,9-8
Round of 16,Wed,2023-08-09,CAR Independiente del Valle (ECU),Deportivo Pereira (COL),1-1,1-0,
Round of 16,Wed,2023-08-09,CA Boca Juniors (ARG),Club Nacional de Football (URU),2-2,2-2,4-2
Round of 16,Wed,2023-08-09,Palmeiras,Atlético-MG,0-0,,
Round of 16,Thu,2023-08-10,Racing Club (ARG),CDC Atlético Nacional (COL),3-0,1-0,
Round of 16,Thu,2023-08-10,Olimpia Asuncion (PAR),Flamengo,3-1,1-1,
Quarterfinals,Tue,2023-08-22,Club Bolívar (BOL),Internacional,0-1,0-1,
Quarterfinals,Wed,2023-08-23,Deportivo Pereira (COL),Palmeiras,0-4,0-3,
Quarterfinals,Wed,2023-08-23,CA Boca Juniors (ARG),Racing Club (ARG),0-0,,
Quarterfinals,Thu,2023-08-24,Fluminense,Olimpia Asuncion (PAR),2-0,1-0,
Quarterfinals,Tue,2023-08-29,Internacional,Club Bolívar (BOL),2-0,1-0,
Quarterfinals,Wed,2023-08-30,Palmeiras,Deportivo Pereira (COL),0-0,,
Quarterfinals,Wed,2023-08-30,Racing Club (ARG),CA Boca Juniors (ARG),0-0,0-0,1-4
Quarterfinals,Thu,2023-08-31,Olimpia Asuncion (PAR),Fluminense,1-3,1-1,
Semifinals,Wed,2023-09-27,Fluminense,Internacional,2-2,1-1,
Semifinals,Thu,2023-09-28,CA Boca Juniors (ARG),Palmeiras,0-0,,
Semifinals,Wed,2023-10-04,Internacional,Fluminense,1-2,1-0,
Semifinals,Thu,2023-10-05,Palmeiras,CA Boca Juniors (ARG),1-1,1-1,2-4
Final,Sat,2023-11-04,CA Boca Juniors (ARG),Fluminense,1-2,1-1,
