Matchday,Day,Date,Home,Away,FullTime,HalfTime,Penalties
Round 3,Wed,2024-03-13,Bragantino,Botafogo-RJ,1-1,0-0,
Round 3,Wed,2024-03-13,CSD Colo-Colo (CHI),Sportivo Trinidense (PAR),2-1,2-1,
Round 3,Thu,2024-03-14,Club Nacional de Football (URU),Club Always Ready (BOL),5-4,1-1,
1,Tue,2024-04-02,CD Cobresal (CHI),Barcelona SC (ECU),1-1,0-0,
1,Tue,2024-04-02,Millonarios FC (COL),Flamengo,1-1,0-0,
1,Tue,2024-04-02,Club The Strongest (BOL),Grêmio,2-0,1-0,
1,Tue,2024-04-02,Deportivo Táchira FC (VEN),CA River Plate (ARG),0-2,0-0,
1,Tue,2024-04-02,Club Universitario de Deportes (PER),LDU de Quito (ECU),2-1,0-1,
1,Wed,2024-04-03,Club Nacional de Football (URU),Club Libertad Asuncion (PAR),2-0,1-0,
1,Wed,2024-04-03,CD Huachipato (CHI),Estudiantes de La Plata (ARG),1-1,0-1,
1,Wed,2024-04-03,Botafogo-RJ,CDP Junior FC (COL),1-3,1-3,
1,Wed,2024-04-03,CSD Colo-Colo (CHI),Club Cerro Porteño (PAR),1-0,0-0,
1,Wed,2024-04-03,CA San Lorenzo de Almagro (ARG),Palmeiras,1-1,1-0,
1,Wed,2024-04-03,Club Alianza Lima (PER),Fluminense,1-1,1-0,
1,Thu,2024-04-04,Caracas FC (VEN),Atlético-MG,1-4,0-3,
1,Thu,2024-04-04,CA Rosario Central (ARG),CA Peñarol Montevideo,1-0,1-0,
1,Thu,2024-04-04,Liverpool FC (URU),CAR Independiente del Valle (ECU),1-1,0-1,
1,Thu,2024-04-04,CA Talleres (ARG),São Paulo,2-1,1-0,
1,Thu,2024-04-04,CD Palestino (CHI),Club Bolívar (BOL),0-4,0-2,
2,Tue,2024-04-09,Estudiantes de La Plata (ARG),Club The Strongest (BOL),2-1,0-1,
2,Tue,2024-04-09,Grêmio,CD Huachipato (CHI),0-2,0-2,
2,Tue,2024-04-09,Club Libertad Asuncion (PAR),Deportivo Táchira FC (VEN),3-0,2-0,
2,Tue,2024-04-09,Fluminense,CSD Colo-Colo (CHI),2-1,1-1,
2,Tue,2024-04-09,CDP Junior FC (COL),Club Universitario de Deportes (PER),1-1,1-1,
2,Wed,2024-04-10,CAR Independiente del Valle (ECU),CA San Lorenzo de Almagro (ARG),2-0,2-0,
2,Wed,2024-04-10,Atlético-MG,CA Rosario Central (ARG),2-1,1-0,
2,Wed,2024-04-10,Club Cerro Porteño (PAR),Club Alianza Lima (PER),1-0,0-0,
2,Wed,2024-04-10,CA Peñarol Montevideo,Caracas FC (VEN),5-0,4-0,
2,Wed,2024-04-10,São Paulo,CD Cobresal (CHI),2-0,0-0,
2,Wed,2024-04-10,Flamengo,CD Palestino (CHI),2-0,1-0,
2,Wed,2024-04-10,Barcelona SC (ECU),CA Talleres (ARG),2-2,1-1,
2,Thu,2024-04-11,LDU de Quito (ECU),Botafogo-RJ,1-0,1-0,
2,Thu,2024-04-11,Club Bolívar (BOL),Millonarios FC (COL),3-2,3-1,
2,Thu,2024-04-11,Palmeiras,Liverpool FC (URU),3-1,1-1,
2,Thu,2024-04-11,CA River Plate (ARG),Club Nacional de Football (URU),2-0,1-0,
3,Tue,2024-04-23,Caracas FC (VEN),CA Rosario Central (ARG),1-1,1-0,
3,Tue,2024-04-23,Estudiantes de La Plata (ARG),Grêmio,0-1,0-0,
3,Tue,2024-04-23,Liverpool FC (URU),CA San Lorenzo de Almagro (ARG),1-0,0-0,
3,Tue,2024-04-23,Atlético-MG,CA Peñarol Montevideo,3-2,2-0,
3,Tue,2024-04-23,CSD Colo-Colo (CHI),Club Alianza Lima (PER),0-0,,
3,Tue,2024-04-23,CDP Junior FC (COL),LDU de Quito (ECU),1-1,1-1,
3,Wed,2024-04-24,Club Nacional de Football (URU),Deportivo Táchira FC (VEN),2-1,2-1,
3,Wed,2024-04-24,CD Huachipato (CHI),Club The Strongest (BOL),0-0,,
3,Wed,2024-04-24,Botafogo-RJ,Club Universitario de Deportes (PER),3-1,0-0,
3,Wed,2024-04-24,CAR Independiente del Valle (ECU),Palmeiras,2-3,2-1,
3,Wed,2024-04-24,Club Libertad Asuncion (PAR),CA River Plate (ARG),1-2,1-1,
3,Wed,2024-04-24,Club Bolívar (BOL),Flamengo,2-1,1-1,
3,Thu,2024-04-25,Club Cerro Porteño (PAR),Fluminense,0-0,,
3,Thu,2024-04-25,CD Cobresal (CHI),CA Talleres (ARG),0-2,0-2,
3,Thu,2024-04-25,CD Palestino (CHI),Millonarios FC (COL),3-1,2-1,
3,Thu,2024-04-25,Barcelona SC (ECU),São Paulo,0-2,0-1,
4,Tue,2024-05-07,CA Rosario Central (ARG),Atlético-MG,0-1,0-0,
4,Tue,2024-05-07,Caracas FC (VEN),CA Peñarol Montevideo,0-1,0-1,
4,Tue,2024-05-07,CD Palestino (CHI),Flamengo,1-0,0-0,
4,Tue,2024-05-07,Deportivo Táchira FC (VEN),Club Libertad Asuncion (PAR),1-1,1-0,
4,Tue,2024-05-07,Club Nacional de Football (URU),CA River Plate (ARG),2-2,0-2,
4,Tue,2024-05-07,Club Universitario de Deportes (PER),CDP Junior FC (COL),1-1,1-1,
4,Wed,2024-05-08,CA Talleres (ARG),Barcelona SC (ECU),3-1,2-0,
4,Wed,2024-05-08,Club Alianza Lima (PER),Club Cerro Porteño (PAR),1-1,0-1,
4,Wed,2024-05-08,CD Cobresal (CHI),São Paulo,1-3,1-1,
4,Wed,2024-05-08,Botafogo-RJ,LDU de Quito (ECU),2-1,1-1,
4,Wed,2024-05-08,Millonarios FC (COL),Club Bolívar (BOL),1-1,1-0,
4,Thu,2024-05-09,CA San Lorenzo de Almagro (ARG),CAR Independiente del Valle (ECU),2-0,2-0,
4,Thu,2024-05-09,Liverpool FC (URU),Palmeiras,0-5,0-1,
4,Thu,2024-05-09,CSD Colo-Colo (CHI),Fluminense,0-1,0-0,
4,Thu,2024-05-09,Club The Strongest (BOL),Estudiantes de La Plata (ARG),1-0,1-0,
5,Tue,2024-05-14,CA Peñarol Montevideo,Atlético-MG,2-0,0-0,
5,Tue,2024-05-14,CA Talleres (ARG),CD Cobresal (CHI),1-0,0-0,
5,Tue,2024-05-14,LDU de Quito (ECU),CDP Junior FC (COL),0-1,0-1,
5,Tue,2024-05-14,CA River Plate (ARG),Club Libertad Asuncion (PAR),2-0,1-0,
5,Tue,2024-05-14,Millonarios FC (COL),CD Palestino (CHI),1-1,1-0,
5,Wed,2024-05-15,Deportivo Táchira FC (VEN),Club Nacional de Football (URU),0-1,0-0,
5,Wed,2024-05-15,Club The Strongest (BOL),CD Huachipato (CHI),4-0,1-0,
5,Wed,2024-05-15,Club Alianza Lima (PER),CSD Colo-Colo (CHI),1-1,1-0,
5,Wed,2024-05-15,Flamengo,Club Bolívar (BOL),4-0,3-0,
5,Wed,2024-05-15,Palmeiras,CAR Independiente del Valle (ECU),2-1,2-0,
5,Thu,2024-05-16,CA Rosario Central (ARG),Caracas FC (VEN),4-1,2-0,
5,Thu,2024-05-16,Fluminense,Club Cerro Porteño (PAR),2-1,1-1,
5,Thu,2024-05-16,Club Universitario de Deportes (PER),Botafogo-RJ,0-1,0-0,
5,Thu,2024-05-16,CA San Lorenzo de Almagro (ARG),Liverpool FC (URU),3-2,2-1,
5,Thu,2024-05-16,São Paulo,Barcelona SC (ECU),0-0,,
6,Tue,2024-05-28,Atlético-MG,Caracas FC (VEN),4-0,2-0,
6,Tue,2024-05-28,CA Peñarol Montevideo,CA Rosario Central (ARG),2-1,1-0,
6,Tue,2024-05-28,CDP Junior FC (COL),Botafogo-RJ,0-0,,
6,Tue,2024-05-28,LDU de Quito (ECU),Club Universitario de Deportes (PER),2-0,1-0,
6,Tue,2024-05-28,Club Bolívar (BOL),CD Palestino (CHI),3-1,1-0,
6,Tue,2024-05-28,Flamengo,Millonarios FC (COL),3-0,3-0,
6,Wed,2024-05-29,Estudiantes de La Plata (ARG),CD Huachipato (CHI),3-4,1-2,
6,Wed,2024-05-29,Grêmio,Club The Strongest (BOL),4-0,1-0,
6,Wed,2024-05-29,Fluminense,Club Alianza Lima (PER),3-2,0-1,
6,Wed,2024-05-29,Club Cerro Porteño (PAR),CSD Colo-Colo (CHI),1-1,1-1,
6,Wed,2024-05-29,Barcelona SC (ECU),CD Cobresal (CHI),2-1,2-0,
6,Wed,2024-05-29,São Paulo,CA Talleres (ARG),2-0,1-0,
6,Thu,2024-05-30,CAR Independiente del Valle (ECU),Liverpool FC (URU),2-1,1-1,
6,Thu,2024-05-30,Palmeiras,CA San Lorenzo de Almagro (ARG),0-0,,
6,Thu,2024-05-30,CA River Plate (ARG),Deportivo Táchira FC (VEN),2-0,0-0,
6,Thu,2024-05-30,Club Libertad Asuncion (PAR),Club Nacional de Football (URU),2-1,2-1,
4,Tue,2024-06-04,CD Huachipato (CHI),Grêmio,0-1,0-1,
5,Sat,2024-06-08,Grêmio,Estudiantes de La Plata (ARG),1-1,0-0,
Round of 16,Tue,2024-08-13,Grêmio,Fluminense,2-1,0-0,
Round of 16,Tue,2024-08-13,CA San Lorenzo de Almagro (ARG),Atlético-MG,1-1,1-0,
Round of 16,Tue,2024-08-13,CSD Colo-Colo (CHI),CDP Junior FC (COL),1-0,0-0,
Round of 16,Wed,2024-08-14,CA Peñarol Montevideo,Club The Strongest (BOL),4-0,3-0,
Round of 16,Wed,2024-08-14,CA Talleres (ARG),CA River Plate (ARG),0-1,0-0,
Round of 16,Wed,2024-08-14,Botafogo-RJ,Palmeiras,2-1,2-1,
Round of 16,Thu,2024-08-15,Club Nacional de Football (URU),São Paulo,0-0,,
Round of 16,Thu,2024-08-15,Flamengo,Club Bolívar (BOL),2-0,1-0,
Round of 16,Tue,2024-08-20,Fluminense,Grêmio,4-2,2-0,
Round of 16,Tue,2024-08-20,Atlético-MG,CA San Lorenzo de Almagro (ARG),1-0,0-0,
Round of 16,Tue,2024-08-20,CDP Junior FC (COL),CSD Colo-Colo (CHI),1-2,1-1,
Round of 16,Wed,2024-08-21,Club The Strongest (BOL),CA Peñarol Montevideo,1-0,1-0,
Round of 16,Wed,2024-08-21,CA River Plate (ARG),CA Talleres (ARG),2-1,1-0,
Round of 16,Wed,2024-08-21,Palmeiras,Botafogo-RJ,2-2,0-0,
Round of 16,Thu,2024-08-22,São Paulo,Club Nacional de Football (URU),2-0,1-0,
Round of 16,Thu,2024-08-22,Club Bolívar (BOL),Flamengo,1-0,0-0,
Quarterfinals,Tue,2024-09-17,CSD Colo-Colo (CHI),CA River Plate (ARG),1-1,0-1,
Quarterfinals,Wed,2024-09-18,Fluminense,Atlético-MG,1-0,0-0,
Quarterfinals,Wed,2024-09-18,Botafogo-RJ,São Paulo,0-0,,
Quarterfinals,Thu,2024-09-19,Flamengo,CA Peñarol Montevideo,0-1,0-1,
Quarterfinals,Tue,2024-09-24,CA River Plate (ARG),CSD Colo-Colo (CHI),1-0,1-0,
Quarterfinals,Wed,2024-09-25,Atlético-MG,Fluminense,2-0,0-0,
Quarterfinals,Wed,2024-09-25,São Paulo,Botafogo-RJ,4-5,0-1,
Quarterfinals,Thu,2024-09-26,CA Peñarol Montevideo,Flamengo,0-0,,
Semifinals,Tue,2024-10-22,Atlético-MG,CA River Plate (ARG),3-0,1-0,
Semifinals,Wed,2024-10-23,Botafogo-RJ,CA Peñarol Montevideo,5-0,0-0,
Semifinals,Tue,2024-10-29,CA River Plate (ARG),Atlético-MG,0-0,,
Semifinals,Wed,2024-10-30,CA Peñarol Montevideo,Botafogo-RJ,3-1,1-0,
Final,Sat,2024-11-30,Atlético-MG,Botafogo-RJ,1-3,0-2,
