Matchday,Date,Home,Away,FullTime,HalfTime
15,2018-08-24,Eintracht Frankfurt,Bayer Leverkusen,2-1,1-0
16,2018-08-24,Hertha Berlin,Augsburg,2-2,2-2
16,2018-08-24,Wolfsburg,VfB Stuttgart,2-0,2-0
16,2018-08-24,Fortuna Dusseldorf,Borussia Dortmund,2-1,1-0
16,2018-08-24,FC Schalke 04,Bayer Leverkusen,1-2,1-2
16,2018-08-24,Bayern de Munique,RB Leipzig,1-0,0-0
16,2018-08-24,Freiburg,Hannover 96,1-1,1-1
16,2018-08-24,Mainz 05,Eintracht Frankfurt,2-2,2-2
17,2018-08-24,Borussia Dortmund,Borussia Monchengladbach,2-1,1-1
17,2018-08-24,Bayer Leverkusen,Hertha Berlin,3-1,2-1
17,2018-08-24,RB Leipzig,Werder Bremen,3-2,2-0
17,2018-08-24,VfB Stuttgart,FC Schalke 04,1-3,0-1
17,2018-08-24,Hannover 96,Fortuna Dusseldorf,0-1,0-0
17,2018-08-24,1. FC Nurnberg,Freiburg,0-1,0-1
17,2018-08-24,Eintracht Frankfurt,Bayern de Munique,0-3,0-1
17,2018-08-24,Augsburg,Wolfsburg,2-3,0-2
18,2019-01-18,Hoffenheim,Bayern de Munique,1-3,0-2
18,2019-01-18,Bayer Leverkusen,Borussia Monchengladbach,0-1,0-1
18,2019-01-18,Hannover 96,Werder Bremen,0-1,0-1
18,2019-01-18,Eintracht Frankfurt,Freiburg,3-1,3-0
18,2019-01-18,Augsburg,Fortuna Dusseldorf,1-2,0-1
18,2019-01-18,RB Leipzig,Borussia Dortmund,0-1,0-1
18,2019-01-18,1. FC Nurnberg,Hertha Berlin,1-3,1-1
18,2019-01-18,FC Schalke 04,Wolfsburg,2-1,1-1
19,2019-01-18,Hertha Berlin,FC Schalke 04,2-2,2-2
19,2019-01-18,Wolfsburg,Bayer Leverkusen,0-3,0-1
19,2019-01-18,Borussia Monchengladbach,Augsburg,2-0,0-0
19,2019-01-18,Borussia Dortmund,Hannover 96,5-1,1-0
19,2019-01-18,Werder Bremen,Eintracht Frankfurt,2-2,1-1
19,2019-01-18,Bayern de Munique,VfB Stuttgart,4-1,1-1
19,2019-01-18,Fortuna Dusseldorf,RB Leipzig,0-4,0-3
20,2019-01-18,Hannover 96,RB Leipzig,0-3,0-1
20,2019-01-18,Eintracht Frankfurt,Borussia Dortmund,1-1,1-1
20,2019-01-18,1. FC Nurnberg,Werder Bremen,1-1,0-0
20,2019-01-18,Hertha Berlin,Wolfsburg,0-1,0-0
20,2019-01-18,Hoffenheim,Fortuna Dusseldorf,1-1,1-0
20,2019-01-18,Bayer Leverkusen,Bayern de Munique,3-1,0-1
20,2019-01-18,FC Schalke 04,Borussia Monchengladbach,0-2,0-0
20,2019-01-18,VfB Stuttgart,Freiburg,2-2,0-1
21,2019-01-18,Mainz 05,Bayer Leverkusen,1-5,1-4
21,2019-01-18,RB Leipzig,Eintracht Frankfurt,0-0,
21,2019-01-18,Borussia Monchengladbach,Hertha Berlin,0-3,0-1
21,2019-01-18,Freiburg,Wolfsburg,3-3,1-1
21,2019-01-18,Bayern de Munique,FC Schalke 04,3-1,2-1
21,2019-01-18,Werder Bremen,Augsburg,4-0,3-0
21,2019-01-18,Fortuna Dusseldorf,VfB Stuttgart,3-0,1-0
22,2019-01-18,Augsburg,Bayern de Munique,2-3,2-2
22,2019-01-18,VfB Stuttgart,RB Leipzig,1-3,1-1
22,2019-01-18,Hoffenheim,Hannover 96,3-0,2-0
22,2019-01-18,FC Schalke 04,Freiburg,0-0,
22,2019-01-18,Hertha Berlin,Werder Bremen,1-1,1-0
22,2019-01-18,Eintracht Frankfurt,Borussia Monchengladbach,1-1,1-0
22,2019-01-18,Bayer Leverkusen,Fortuna Dusseldorf,2-0,1-0
22,2019-01-18,1. FC Nurnberg,Borussia Dortmund,0-0,
23,2019-01-18,Werder Bremen,VfB Stuttgart,1-1,1-1
23,2019-01-18,Mainz 05,FC Schalke 04,3-0,1-0
23,2019-01-18,Bayern de Munique,Hertha Berlin,1-0,0-0
23,2019-01-18,Freiburg,Augsburg,5-1,3-0
23,2019-01-18,Borussia Monchengladbach,Wolfsburg,0-3,0-1
23,2019-01-18,Hannover 96,Eintracht Frankfurt,0-3,0-0
23,2019-01-18,Borussia Dortmund,Bayer Leverkusen,3-2,2-1
24,2019-01-18,Augsburg,Borussia Dortmund,2-1,1-0
24,2019-01-18,1. FC Nurnberg,RB Leipzig,0-1,0-1
24,2019-01-18,Bayer Leverkusen,Freiburg,2-0,1-0
24,2019-01-18,FC Schalke 04,Fortuna Dusseldorf,0-4,0-1
24,2019-01-18,Borussia Monchengladbach,Bayern de Munique,1-5,1-2
24,2019-01-18,VfB Stuttgart,Hannover 96,5-1,3-0
24,2019-01-18,Wolfsburg,Werder Bremen,1-1,0-0
25,2019-01-18,Werder Bremen,FC Schalke 04,4-2,1-1
25,2019-01-18,Borussia Dortmund,VfB Stuttgart,3-1,0-0
25,2019-01-18,Freiburg,Hertha Berlin,2-1,1-0
25,2019-01-18,RB Leipzig,Augsburg,0-0,
25,2019-01-18,Bayern de Munique,Wolfsburg,6-0,2-0
25,2019-01-18,Mainz 05,Borussia Monchengladbach,0-1,0-0
25,2019-01-18,Hannover 96,Bayer Leverkusen,2-3,0-2
25,2019-01-18,Fortuna Dusseldorf,Eintracht Frankfurt,0-3,0-0
26,2019-01-18,Borussia Monchengladbach,Freiburg,1-1,1-1
26,2019-01-18,FC Schalke 04,RB Leipzig,0-1,0-1
26,2019-01-18,Augsburg,Hannover 96,3-1,0-1
26,2019-01-18,Wolfsburg,Fortuna Dusseldorf,5-2,1-1
26,2019-01-18,Hertha Berlin,Borussia Dortmund,2-3,2-1
26,2019-01-18,Bayer Leverkusen,Werder Bremen,1-3,0-2
27,2019-01-18,Hoffenheim,Bayer Leverkusen,4-1,1-1
27,2019-01-18,Freiburg,Bayern de Munique,1-1,1-1
27,2019-01-18,Fortuna Dusseldorf,Borussia Monchengladbach,3-1,3-0
27,2019-01-18,1. FC Nurnberg,Augsburg,3-0,0-0
27,2019-01-18,Borussia Dortmund,Wolfsburg,2-0,0-0
27,2019-01-18,RB Leipzig,Hertha Berlin,5-0,2-0
27,2019-01-18,Hannover 96,FC Schalke 04,0-1,0-1
27,2019-01-18,Eintracht Frankfurt,VfB Stuttgart,3-0,1-0
28,2019-01-18,Mainz 05,Freiburg,5-0,3-0
28,2019-01-18,Bayer Leverkusen,RB Leipzig,2-4,2-1
28,2019-01-18,FC Schalke 04,Eintracht Frankfurt,1-2,1-1
28,2019-01-18,Wolfsburg,Hannover 96,3-1,1-1
28,2019-01-18,Hertha Berlin,Fortuna Dusseldorf,1-2,1-1
28,2019-01-18,Bayern de Munique,Borussia Dortmund,5-0,4-0
28,2019-01-18,Borussia Monchengladbach,Werder Bremen,1-1,0-0
29,2019-01-18,1. FC Nurnberg,FC Schalke 04,1-1,0-0
29,2019-01-18,VfB Stuttgart,Bayer Leverkusen,0-1,0-0
29,2019-01-18,Hannover 96,Borussia Monchengladbach,0-1,0-0
29,2019-01-18,Werder Bremen,Freiburg,2-1,0-0
29,2019-01-18,RB Leipzig,Wolfsburg,2-0,2-0
29,2019-01-18,Hoffenheim,Hertha Berlin,2-0,1-0
29,2019-01-18,Fortuna Dusseldorf,Bayern de Munique,1-4,0-2
29,2019-01-18,Eintracht Frankfurt,Augsburg,1-3,1-2
30,2019-01-18,Augsburg,VfB Stuttgart,6-0,3-0
30,2019-01-18,Bayern de Munique,Werder Bremen,1-0,0-0
30,2019-01-18,Mainz 05,Fortuna Dusseldorf,3-1,1-1
30,2019-01-18,Borussia Monchengladbach,RB Leipzig,1-2,0-1
30,2019-01-18,Freiburg,Borussia Dortmund,0-4,0-1
30,2019-01-18,Hertha Berlin,Hannover 96,0-0,
30,2019-01-18,Wolfsburg,Eintracht Frankfurt,1-1,0-0
31,2019-01-18,Augsburg,Bayer Leverkusen,1-4,1-1
31,2019-01-18,Borussia Dortmund,FC Schalke 04,2-4,1-2
31,2019-01-18,Eintracht Frankfurt,Hertha Berlin,0-0,
31,2019-01-18,Fortuna Dusseldorf,Werder Bremen,4-1,2-1
31,2019-01-18,RB Leipzig,Freiburg,2-1,1-0
31,2019-01-18,VfB Stuttgart,Borussia Monchengladbach,1-0,0-0
31,2019-01-18,Hoffenheim,Wolfsburg,1-4,1-1
31,2019-01-18,1. FC Nurnberg,Bayern de Munique,1-1,0-0
32,2019-01-18,Mainz 05,RB Leipzig,3-3,1-2
32,2019-01-18,Hertha Berlin,VfB Stuttgart,3-1,2-0
32,2019-01-18,Bayern de Munique,Hannover 96,3-1,2-0
32,2019-01-18,Werder Bremen,Borussia Dortmund,2-2,0-2
32,2019-01-18,FC Schalke 04,Augsburg,0-0,
32,2019-01-18,Freiburg,Fortuna Dusseldorf,1-1,1-1
32,2019-01-18,Bayer Leverkusen,Eintracht Frankfurt,6-1,6-1
33,2019-01-18,RB Leipzig,Bayern de Munique,0-0,
33,2019-01-18,Bayer Leverkusen,FC Schalke 04,1-1,1-0
33,2019-01-18,1. FC Nurnberg,Borussia Monchengladbach,0-4,0-0
33,2019-01-18,Augsburg,Hertha Berlin,3-4,1-0
33,2019-01-18,Hoffenheim,Werder Bremen,0-1,0-1
33,2019-01-18,Hannover 96,Freiburg,3-0,1-0
33,2019-01-18,VfB Stuttgart,Wolfsburg,3-0,1-0
33,2019-01-18,Borussia Dortmund,Fortuna Dusseldorf,3-2,1-0
34,2019-01-18,Borussia Monchengladbach,Borussia Dortmund,0-2,0-1
34,2019-01-18,Hertha Berlin,Bayer Leverkusen,1-5,1-2
34,2019-01-18,Werder Bremen,RB Leipzig,2-1,1-0
34,2019-01-18,FC Schalke 04,VfB Stuttgart,0-0,
34,2019-01-18,Bayern de Munique,Eintracht Frankfurt,5-1,1-0
34,2019-01-18,Wolfsburg,Augsburg,8-1,3-0
34,2019-01-18,Fortuna Dusseldorf,Hannover 96,2-1,0-0
