Matchday,Date,Home,Away,FullTime,HalfTime
24,2001-03-06,FC Bayern München,Borussia Dortmund,4-2,2-2
24,2001-03-07,1. FC Köln,SV Werder Bremen,1-1,0-0
24,2001-03-07,Arminia Bielefeld,1. FC Union Berlin,0-0,
20,2001-03-10,Arminia Bielefeld,SV Werder Bremen,0-2,0-0
25,2001-03-12,FC Augsburg,Borussia Mönchengladbach,3-1,0-0
25,2001-03-13,SV Werder Bremen,FC Bayern München,1-3,0-2
25,2001-03-13,VfL Wolfsburg,FC Schalke 04,5-0,1-0
25,2001-03-13,1. FSV Mainz 05,SC Freiburg,1-0,0-0
25,2001-03-13,1. FC Union Berlin,1. FC Köln,2-1,0-1
25,2001-03-13,Borussia Dortmund,Hertha BSC,2-0,0-0
25,2001-03-14,Bayer 04 Leverkusen,Arminia Bielefeld,1-2,0-1
25,2001-03-14,RB Leipzig,Eintracht Frankfurt,1-1,0-0
25,2001-03-14,VfB Stuttgart,TSG 1899 Hoffenheim,2-0,1-0
26,2001-03-19,Arminia Bielefeld,RB Leipzig,0-1,0-0
26,2001-03-20,1. FC Köln,Borussia Dortmund,2-2,1-1
26,2001-03-20,Eintracht Frankfurt,1. FC Union Berlin,5-2,4-2
26,2001-03-20,SV Werder Bremen,VfL Wolfsburg,1-2,1-2
26,2001-03-20,FC Bayern München,VfB Stuttgart,4-0,4-0
26,2001-03-20,FC Schalke 04,Borussia Mönchengladbach,0-3,0-1
26,2001-03-21,TSG 1899 Hoffenheim,1. FSV Mainz 05,1-2,1-2
26,2001-03-21,Hertha BSC,Bayer 04 Leverkusen,3-0,3-0
26,2001-03-21,SC Freiburg,FC Augsburg,2-0,0-0
27,2001-04-03,Borussia Dortmund,Eintracht Frankfurt,1-2,1-1
27,2001-04-03,Bayer 04 Leverkusen,FC Schalke 04,2-1,1-0
27,2001-04-03,VfL Wolfsburg,1. FC Köln,1-0,0-0
27,2001-04-03,1. FSV Mainz 05,Arminia Bielefeld,1-1,0-0
27,2001-04-03,FC Augsburg,TSG 1899 Hoffenheim,2-1,2-0
27,2001-04-03,RB Leipzig,FC Bayern München,0-1,0-1
27,2001-04-03,Borussia Mönchengladbach,SC Freiburg,2-1,0-1
27,2001-04-04,VfB Stuttgart,SV Werder Bremen,1-0,0-0
27,2001-04-04,1. FC Union Berlin,Hertha BSC,1-1,1-1
28,2001-04-09,Arminia Bielefeld,SC Freiburg,1-0,0-0
28,2001-04-10,Eintracht Frankfurt,VfL Wolfsburg,4-3,2-1
28,2001-04-10,SV Werder Bremen,RB Leipzig,1-4,0-3
28,2001-04-10,Hertha BSC,Borussia Mönchengladbach,2-2,1-2
28,2001-04-10,FC Bayern München,1. FC Union Berlin,1-1,0-0
28,2001-04-10,VfB Stuttgart,Borussia Dortmund,2-3,1-0
28,2001-04-11,FC Schalke 04,FC Augsburg,1-0,1-0
28,2001-04-11,1. FC Köln,1. FSV Mainz 05,2-3,1-1
28,2001-04-12,TSG 1899 Hoffenheim,Bayer 04 Leverkusen,0-0,
29,2001-04-16,RB Leipzig,TSG 1899 Hoffenheim,0-0,
29,2001-04-17,Borussia Mönchengladbach,Eintracht Frankfurt,4-0,1-0
29,2001-04-17,SC Freiburg,FC Schalke 04,4-0,2-0
29,2001-04-17,VfL Wolfsburg,FC Bayern München,2-3,1-3
29,2001-04-17,FC Augsburg,Arminia Bielefeld,0-0,
29,2001-04-17,1. FC Union Berlin,VfB Stuttgart,2-1,2-0
29,2001-04-17,Bayer 04 Leverkusen,1. FC Köln,3-0,1-0
29,2001-04-18,Borussia Dortmund,SV Werder Bremen,4-1,3-1
30,2001-04-20,1. FC Köln,RB Leipzig,2-1,0-0
30,2001-04-20,Eintracht Frankfurt,FC Augsburg,2-0,1-0
30,2001-04-20,FC Bayern München,Bayer 04 Leverkusen,2-0,2-0
30,2001-04-20,Arminia Bielefeld,FC Schalke 04,1-0,0-0
30,2001-04-21,Borussia Dortmund,1. FC Union Berlin,2-0,1-0
30,2001-04-21,VfB Stuttgart,VfL Wolfsburg,1-3,0-2
30,2001-04-21,SV Werder Bremen,1. FSV Mainz 05,0-1,0-1
30,2001-04-21,TSG 1899 Hoffenheim,Borussia Mönchengladbach,3-2,0-2
31,2001-04-23,FC Augsburg,1. FC Köln,2-3,0-3
31,2001-04-24,SC Freiburg,TSG 1899 Hoffenheim,1-1,0-1
31,2001-04-24,VfL Wolfsburg,Borussia Dortmund,0-2,0-1
31,2001-04-24,1. FSV Mainz 05,FC Bayern München,2-1,2-0
31,2001-04-24,1. FC Union Berlin,SV Werder Bremen,3-1,0-0
31,2001-04-24,Bayer 04 Leverkusen,Eintracht Frankfurt,3-1,0-0
31,2001-04-25,RB Leipzig,VfB Stuttgart,2-0,0-0
31,2001-04-25,Borussia Mönchengladbach,Arminia Bielefeld,5-0,3-0
29,2001-05-03,1. FSV Mainz 05,Hertha BSC,1-1,1-1
30,2001-05-06,Hertha BSC,SC Freiburg,3-0,2-0
32,2001-05-07,VfB Stuttgart,FC Augsburg,2-1,1-0
32,2001-05-08,Borussia Dortmund,RB Leipzig,3-2,1-0
32,2001-05-08,SV Werder Bremen,Bayer 04 Leverkusen,0-0,
32,2001-05-08,VfL Wolfsburg,1. FC Union Berlin,3-0,1-0
32,2001-05-08,TSG 1899 Hoffenheim,FC Schalke 04,4-2,0-2
32,2001-05-08,FC Bayern München,Borussia Mönchengladbach,6-0,4-0
32,2001-05-09,1. FC Köln,SC Freiburg,1-4,0-2
32,2001-05-09,Eintracht Frankfurt,1. FSV Mainz 05,1-1,0-1
32,2001-05-09,Hertha BSC,Arminia Bielefeld,0-0,
31,2001-05-12,FC Schalke 04,Hertha BSC,1-2,1-1
33,2001-05-15,FC Schalke 04,Eintracht Frankfurt,4-3,1-1
33,2001-05-15,Hertha BSC,1. FC Köln,0-0,
33,2001-05-15,Borussia Mönchengladbach,VfB Stuttgart,1-2,1-0
33,2001-05-15,Arminia Bielefeld,TSG 1899 Hoffenheim,1-1,1-1
33,2001-05-15,Bayer 04 Leverkusen,1. FC Union Berlin,1-1,1-0
33,2001-05-15,SC Freiburg,FC Bayern München,2-2,1-1
33,2001-05-15,FC Augsburg,SV Werder Bremen,2-0,0-0
33,2001-05-16,1. FSV Mainz 05,Borussia Dortmund,1-3,0-2
33,2001-05-16,RB Leipzig,VfL Wolfsburg,2-2,0-2
34,2001-05-22,1. FC Köln,FC Schalke 04,1-0,0-0
34,2001-05-22,Eintracht Frankfurt,SC Freiburg,3-1,0-0
34,2001-05-22,Borussia Dortmund,Bayer 04 Leverkusen,3-1,1-0
34,2001-05-22,VfB Stuttgart,Arminia Bielefeld,0-2,0-0
34,2001-05-22,SV Werder Bremen,Borussia Mönchengladbach,2-4,0-1
34,2001-05-22,VfL Wolfsburg,1. FSV Mainz 05,2-3,0-1
34,2001-05-22,TSG 1899 Hoffenheim,Hertha BSC,2-1,0-1
34,2001-05-22,1. FC Union Berlin,RB Leipzig,2-1,0-0
34,2001-05-22,FC Bayern München,FC Augsburg,5-2,4-0
